municipio_codigo,municipio,dane_codigo,eleccion,corporacion,vuelta,circunscripcion,unidad,votos,votos_candidatos,blancos,validos,pct_validos
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,1,PARTIDO DEMÓCRATA COLOMBIANO,18,6558,146.0,6704.0,0.26849642004773266
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,1,PARTIDO POLÍTICO OXÍGENO,6,6558,146.0,6704.0,0.08949880668257756
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,4,FUERZA ANCESTRAL,1,20,5.0,25.0,4.0
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,4,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",18,20,5.0,25.0,72.0
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,4,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,1,20,5.0,25.0,4.0
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,5,AFROSLIBRES,1,190,34.0,224.0,0.4464285714285714
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,5,ASOCIACIÓN AFRODESCENDIENTE PACÍFICO POR LA PAZ,1,190,34.0,224.0,0.4464285714285714
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,5,C.C. DE LA COMUNIDAD NEGRA DE LA VEREDA EL ESFUERZO,4,190,34.0,224.0,1.7857142857142856
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO AFROZABALETAS,2,190,34.0,224.0,0.8928571428571428
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO AFROÉTNICO DE RISARALDA,1,190,34.0,224.0,0.4464285714285714
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS CUENCA RÍO OVEJAS,2,190,34.0,224.0,0.8928571428571428
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE LA COMUNIDAD NEGRA DE LIMONES,154,190,34.0,224.0,68.75
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO EL NARANJO,13,190,34.0,224.0,5.803571428571429
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO LA GRAN VÍA DE LOS REMEDIOS,9,190,34.0,224.0,4.017857142857143
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,5,"EXPRESIÓN AFRO, AMBIENTAL Y CULTURAL COLOMBIA CON DIGNIDAD",1,190,34.0,224.0,0.4464285714285714
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,5,FUNDACIÓN ORSUBA,1,190,34.0,224.0,0.4464285714285714
010,ANSERMANUEVO,76041,Congreso 2026,Cámara,NA,5,PARTIDO DEMÓCRATA COLOMBIANO,1,190,34.0,224.0,0.4464285714285714
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,0,AHORA COLOMBIA,319,6952,113.0,7065.0,4.51521585279547
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,0,ALIANZA POR COLOMBIA,357,6952,113.0,7065.0,5.05307855626327
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,0,COALICIÓN CAMBIO RADICAL - ALMA,657,6952,113.0,7065.0,9.29936305732484
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,0,COALICIÓN FUERZA CIUDADANA,24,6952,113.0,7065.0,0.3397027600849257
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,0,COLOMBIA SEGURA Y PRÓSPERA,3,6952,113.0,7065.0,0.042462845010615716
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,0,CREEMOS,4,6952,113.0,7065.0,0.05661712668082095
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,0,FRENTE AMPLIO UNITARIO,82,6952,113.0,7065.0,1.1606510969568293
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,0,LA LISTA DE OVIEDO - CON TODA POR COLOMBIA,9,6952,113.0,7065.0,0.12738853503184713
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,0,MOVIMIENTO SALVACIÓN NACIONAL,134,6952,113.0,7065.0,1.8966737438075019
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,0,PACTO HISTÓRICO SENADO,1101,6952,113.0,7065.0,15.583864118895965
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,0,PARTIDO CENTRO DEMOCRÁTICO,733,6952,113.0,7065.0,10.375088464260438
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,0,PARTIDO CONSERVADOR COLOMBIANO,259,6952,113.0,7065.0,3.6659589525831566
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,0,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,2939,6952,113.0,7065.0,41.59943382873319
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,0,PARTIDO LIBERAL COLOMBIANO,324,6952,113.0,7065.0,4.585987261146497
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,0,PARTIDO POLÍTICO OXÍGENO,7,6952,113.0,7065.0,0.09907997169143665
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,4,ASOCIACIÓN DE AUTORIDADES TRADICIONALES INDÍGENAS,3,18,9.0,27.0,11.11111111111111
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,4,"ASOCIACIÓN NACIONAL INDÍGENA DE COLOMBIA ""ANIC""",1,18,9.0,27.0,3.7037037037037033
010,ANSERMANUEVO,76041,Congreso 2026,Senado,NA,4,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",14,18,9.0,27.0,51.85185185185185
010,ANSERMANUEVO,76041,Presidencia 2026,Presidencia,1V,0,ABELARDO DE LA ESPRIELLA,3426,8181,169.0,8350.0,41.029940119760475
010,ANSERMANUEVO,76041,Presidencia 2026,Presidencia,1V,0,CLAUDIA LÓPEZ,53,8181,169.0,8350.0,0.6347305389221557
010,ANSERMANUEVO,76041,Presidencia 2026,Presidencia,1V,0,GUSTAVO MATAMOROS CAMACHO,1,8181,169.0,8350.0,0.011976047904191617
010,ANSERMANUEVO,76041,Presidencia 2026,Presidencia,1V,0,IVÁN CEPEDA CASTRO,2708,8181,169.0,8350.0,32.431137724550894
010,ANSERMANUEVO,76041,Presidencia 2026,Presidencia,1V,0,MIGUEL URIBE LONDOÑO,26,8181,169.0,8350.0,0.31137724550898205
010,ANSERMANUEVO,76041,Presidencia 2026,Presidencia,1V,0,PALOMA VALENCIA LASERNA,1559,8181,169.0,8350.0,18.67065868263473
010,ANSERMANUEVO,76041,Presidencia 2026,Presidencia,1V,0,RAÚL SANTIAGO BOTERO JARAMILLO,174,8181,169.0,8350.0,2.0838323353293413
010,ANSERMANUEVO,76041,Presidencia 2026,Presidencia,1V,0,ROY LEONARDO BARRERAS MONTEALEGRE,11,8181,169.0,8350.0,0.1317365269461078
010,ANSERMANUEVO,76041,Presidencia 2026,Presidencia,1V,0,SERGIO FAJARDO VALDERRAMA,201,8181,169.0,8350.0,2.407185628742515
010,ANSERMANUEVO,76041,Presidencia 2026,Presidencia,1V,0,SONDRA MACOLLINS GARVIN PINTO,12,8181,169.0,8350.0,0.1437125748502994
010,ANSERMANUEVO,76041,Presidencia 2026,Presidencia,1V,0,ÓSCAR MAURICIO LIZCANO ARANGO,10,8181,169.0,8350.0,0.11976047904191617
010,ANSERMANUEVO,76041,Presidencia 2026,Presidencia,2V,0,ABELARDO DE LA ESPRIELLA,5740,9250,152.0,9402.0,61.05084024675601
010,ANSERMANUEVO,76041,Presidencia 2026,Presidencia,2V,0,IVÁN CEPEDA CASTRO,3510,9250,152.0,9402.0,37.332482450542436
013,ARGELIA,76054,Congreso 2026,Consultas,NA,0,"CONSULTA DE LAS SOLUCIONES: SALUD, SEGURIDAD Y EDUCACIÓN",35,617,0.0,617.0,5.6726094003241485
013,ARGELIA,76054,Congreso 2026,Consultas,NA,0,FRENTE POR LA VIDA,52,617,0.0,617.0,8.427876823338735
013,ARGELIA,76054,Congreso 2026,Consultas,NA,0,LA GRAN CONSULTA POR COLOMBIA,530,617,0.0,617.0,85.89951377633712
013,ARGELIA,76054,Congreso 2026,Cámara,NA,1,AHORA COLOMBIA,156,2334,22.0,2356.0,6.621392190152801
013,ARGELIA,76054,Congreso 2026,Cámara,NA,1,COALICIÓN FUERZA CIUDADANA,2,2334,22.0,2356.0,0.08488964346349745
013,ARGELIA,76054,Congreso 2026,Cámara,NA,1,COALICIÓN LIBERAL - COLOMBIA RENACIENTE,213,2334,22.0,2356.0,9.04074702886248
013,ARGELIA,76054,Congreso 2026,Cámara,NA,1,CR-CJL-LIGA DE GOBERNANTES,204,2334,22.0,2356.0,8.65874363327674
013,ARGELIA,76054,Congreso 2026,Cámara,NA,1,FRENTE AMPLIO UNITARIO,10,2334,22.0,2356.0,0.4244482173174873
013,ARGELIA,76054,Congreso 2026,Cámara,NA,1,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",1,2334,22.0,2356.0,0.042444821731748725
013,ARGELIA,76054,Congreso 2026,Cámara,NA,1,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,176,2334,22.0,2356.0,7.470288624787775
013,ARGELIA,76054,Congreso 2026,Cámara,NA,1,MOVIMIENTO SALVACIÓN NACIONAL,24,2334,22.0,2356.0,1.0186757215619695
013,ARGELIA,76054,Congreso 2026,Cámara,NA,1,PARTIDO ALIANZA VERDE,48,2334,22.0,2356.0,2.037351443123939
013,ARGELIA,76054,Congreso 2026,Cámara,NA,1,PARTIDO CENTRO DEMOCRÁTICO,253,2334,22.0,2356.0,10.738539898132428
013,ARGELIA,76054,Congreso 2026,Cámara,NA,1,PARTIDO CONSERVADOR COLOMBIANO,56,2334,22.0,2356.0,2.3769100169779285
013,ARGELIA,76054,Congreso 2026,Cámara,NA,1,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,1184,2334,22.0,2356.0,50.25466893039049
013,ARGELIA,76054,Congreso 2026,Cámara,NA,1,PARTIDO DEMÓCRATA COLOMBIANO,6,2334,22.0,2356.0,0.2546689303904924
013,ARGELIA,76054,Congreso 2026,Cámara,NA,1,PARTIDO POLÍTICO OXÍGENO,1,2334,22.0,2356.0,0.042444821731748725
013,ARGELIA,76054,Congreso 2026,Cámara,NA,4,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",111,114,5.0,119.0,93.27731092436974
013,ARGELIA,76054,Congreso 2026,Cámara,NA,4,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,2,114,5.0,119.0,1.680672268907563
013,ARGELIA,76054,Congreso 2026,Cámara,NA,4,PARTIDO INDÍGENA COLOMBIANO P.I.C,1,114,5.0,119.0,0.8403361344537815
013,ARGELIA,76054,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE LA COMUNIDAD NEGRA DE LIMONES,1,6,7.0,13.0,7.6923076923076925
013,ARGELIA,76054,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO EL NARANJO,1,6,7.0,13.0,7.6923076923076925
013,ARGELIA,76054,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO LA GRAN VÍA DE LOS REMEDIOS,3,6,7.0,13.0,23.076923076923077
013,ARGELIA,76054,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO MANUEL ZAPATA OLIVELLA DE SAN ANTERO,1,6,7.0,13.0,7.6923076923076925
013,ARGELIA,76054,Congreso 2026,Senado,NA,0,AHORA COLOMBIA,157,2358,26.0,2384.0,6.5855704697986575
013,ARGELIA,76054,Congreso 2026,Senado,NA,0,ALIANZA POR COLOMBIA,48,2358,26.0,2384.0,2.013422818791946
013,ARGELIA,76054,Congreso 2026,Senado,NA,0,COALICIÓN CAMBIO RADICAL - ALMA,242,2358,26.0,2384.0,10.151006711409396
013,ARGELIA,76054,Congreso 2026,Senado,NA,0,COALICIÓN FUERZA CIUDADANA,18,2358,26.0,2384.0,0.7550335570469799
013,ARGELIA,76054,Congreso 2026,Senado,NA,0,CREEMOS,6,2358,26.0,2384.0,0.25167785234899326
013,ARGELIA,76054,Congreso 2026,Senado,NA,0,FRENTE AMPLIO UNITARIO,22,2358,26.0,2384.0,0.9228187919463088
013,ARGELIA,76054,Congreso 2026,Senado,NA,0,LA LISTA DE OVIEDO - CON TODA POR COLOMBIA,1,2358,26.0,2384.0,0.04194630872483222
013,ARGELIA,76054,Congreso 2026,Senado,NA,0,MOVIMIENTO SALVACIÓN NACIONAL,32,2358,26.0,2384.0,1.342281879194631
013,ARGELIA,76054,Congreso 2026,Senado,NA,0,PACTO HISTÓRICO SENADO,186,2358,26.0,2384.0,7.802013422818792
013,ARGELIA,76054,Congreso 2026,Senado,NA,0,PARTIDO CENTRO DEMOCRÁTICO,214,2358,26.0,2384.0,8.976510067114093
013,ARGELIA,76054,Congreso 2026,Senado,NA,0,PARTIDO CONSERVADOR COLOMBIANO,38,2358,26.0,2384.0,1.5939597315436242
013,ARGELIA,76054,Congreso 2026,Senado,NA,0,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,1161,2358,26.0,2384.0,48.6996644295302
013,ARGELIA,76054,Congreso 2026,Senado,NA,0,PARTIDO LIBERAL COLOMBIANO,229,2358,26.0,2384.0,9.605704697986576
013,ARGELIA,76054,Congreso 2026,Senado,NA,0,PARTIDO POLÍTICO OXÍGENO,4,2358,26.0,2384.0,0.16778523489932887
013,ARGELIA,76054,Congreso 2026,Senado,NA,4,ASOCIACIÓN DE AUTORIDADES TRADICIONALES INDÍGENAS,1,111,0.0,111.0,0.9009009009009009
013,ARGELIA,76054,Congreso 2026,Senado,NA,4,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",107,111,0.0,111.0,96.3963963963964
013,ARGELIA,76054,Congreso 2026,Senado,NA,4,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",2,111,0.0,111.0,1.8018018018018018
013,ARGELIA,76054,Congreso 2026,Senado,NA,4,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,1,111,0.0,111.0,0.9009009009009009
013,ARGELIA,76054,Presidencia 2026,Presidencia,1V,0,ABELARDO DE LA ESPRIELLA,1357,2694,32.0,2726.0,49.779897285399855
013,ARGELIA,76054,Presidencia 2026,Presidencia,1V,0,CLAUDIA LÓPEZ,15,2694,32.0,2726.0,0.5502567865003668
013,ARGELIA,76054,Presidencia 2026,Presidencia,1V,0,IVÁN CEPEDA CASTRO,586,2694,32.0,2726.0,21.496698459280996
013,ARGELIA,76054,Presidencia 2026,Presidencia,1V,0,MIGUEL URIBE LONDOÑO,6,2694,32.0,2726.0,0.22010271460014674
013,ARGELIA,76054,Presidencia 2026,Presidencia,1V,0,PALOMA VALENCIA LASERNA,621,2694,32.0,2726.0,22.780630961115186
013,ARGELIA,76054,Presidencia 2026,Presidencia,1V,0,RAÚL SANTIAGO BOTERO JARAMILLO,53,2694,32.0,2726.0,1.9442406456346297
013,ARGELIA,76054,Presidencia 2026,Presidencia,1V,0,ROY LEONARDO BARRERAS MONTEALEGRE,2,2694,32.0,2726.0,0.07336757153338225
013,ARGELIA,76054,Presidencia 2026,Presidencia,1V,0,SERGIO FAJARDO VALDERRAMA,49,2694,32.0,2726.0,1.797505502567865
013,ARGELIA,76054,Presidencia 2026,Presidencia,1V,0,SONDRA MACOLLINS GARVIN PINTO,2,2694,32.0,2726.0,0.07336757153338225
013,ARGELIA,76054,Presidencia 2026,Presidencia,1V,0,ÓSCAR MAURICIO LIZCANO ARANGO,3,2694,32.0,2726.0,0.11005135730007337
013,ARGELIA,76054,Presidencia 2026,Presidencia,2V,0,ABELARDO DE LA ESPRIELLA,2186,2921,41.0,2962.0,73.8014854827819
013,ARGELIA,76054,Presidencia 2026,Presidencia,2V,0,IVÁN CEPEDA CASTRO,735,2921,41.0,2962.0,24.814314652261984
016,BOLIVAR,76100,Congreso 2026,Consultas,NA,0,"CONSULTA DE LAS SOLUCIONES: SALUD, SEGURIDAD Y EDUCACIÓN",81,1214,0.0,1214.0,6.672158154859967
016,BOLIVAR,76100,Congreso 2026,Consultas,NA,0,FRENTE POR LA VIDA,127,1214,0.0,1214.0,10.461285008237233
016,BOLIVAR,76100,Congreso 2026,Consultas,NA,0,LA GRAN CONSULTA POR COLOMBIA,1006,1214,0.0,1214.0,82.8665568369028
016,BOLIVAR,76100,Congreso 2026,Cámara,NA,1,AHORA COLOMBIA,326,6090,87.0,6177.0,5.277642868706492
016,BOLIVAR,76100,Congreso 2026,Cámara,NA,1,COALICIÓN FUERZA CIUDADANA,5,6090,87.0,6177.0,0.08094544277157197
016,BOLIVAR,76100,Congreso 2026,Cámara,NA,1,COALICIÓN LIBERAL - COLOMBIA RENACIENTE,582,6090,87.0,6177.0,9.422049538610976
016,BOLIVAR,76100,Congreso 2026,Cámara,NA,1,CR-CJL-LIGA DE GOBERNANTES,188,6090,87.0,6177.0,3.0435486482111056
016,BOLIVAR,76100,Congreso 2026,Cámara,NA,1,FRENTE AMPLIO UNITARIO,11,6090,87.0,6177.0,0.17807997409745832
016,BOLIVAR,76100,Congreso 2026,Cámara,NA,1,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",1,6090,87.0,6177.0,0.016189088554314394
016,BOLIVAR,76100,Congreso 2026,Cámara,NA,1,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,853,6090,87.0,6177.0,13.809292536830176
016,BOLIVAR,76100,Congreso 2026,Cámara,NA,1,MOVIMIENTO SALVACIÓN NACIONAL,85,6090,87.0,6177.0,1.3760725271167233
016,BOLIVAR,76100,Congreso 2026,Cámara,NA,1,PARTIDO ALIANZA VERDE,253,6090,87.0,6177.0,4.095839404241541
016,BOLIVAR,76100,Congreso 2026,Cámara,NA,1,PARTIDO CENTRO DEMOCRÁTICO,353,6090,87.0,6177.0,5.71474825967298
016,BOLIVAR,76100,Congreso 2026,Cámara,NA,1,PARTIDO CONSERVADOR COLOMBIANO,732,6090,87.0,6177.0,11.850412821758136
