territorio_nombre,eleccion,corporacion,vuelta,circunscripcion,unidad,votos,votos_candidatos,blancos,validos,pct_validos
Comuna 14,Congreso 2026,Cámara,NA,5,OEAFROBOL,1,1683,464,2147,0.04657661853749418
Comuna 14,Congreso 2026,Cámara,NA,5,OEAPUN,3,1683,464,2147,0.13972985561248255
Comuna 14,Congreso 2026,Cámara,NA,5,PARTIDO DEMÓCRATA COLOMBIANO,12,1683,464,2147,0.5589194224499302
Comuna 14,Congreso 2026,Cámara,NA,5,PARTIDO ECOLOGISTA COLOMBIANO,125,1683,464,2147,5.822077317186772
Comuna 14,Congreso 2026,Cámara,NA,5,TODO ES POSIBLE,12,1683,464,2147,0.5589194224499302
Comuna 14,Congreso 2026,Senado,NA,0,AHORA COLOMBIA,2715,44403,1544,45947,5.9089820880579795
Comuna 14,Congreso 2026,Senado,NA,0,ALIANZA POR COLOMBIA,1921,44403,1544,45947,4.180904085141576
Comuna 14,Congreso 2026,Senado,NA,0,COALICIÓN CAMBIO RADICAL - ALMA,2287,44403,1544,45947,4.977474046183646
Comuna 14,Congreso 2026,Senado,NA,0,COALICIÓN FUERZA CIUDADANA,217,44403,1544,45947,0.4722832829129214
Comuna 14,Congreso 2026,Senado,NA,0,COLOMBIA SEGURA Y PRÓSPERA,31,44403,1544,45947,0.06746904041613164
Comuna 14,Congreso 2026,Senado,NA,0,CREEMOS,57,44403,1544,45947,0.1240559775393388
Comuna 14,Congreso 2026,Senado,NA,0,FRENTE AMPLIO UNITARIO,864,44403,1544,45947,1.880427449017346
Comuna 14,Congreso 2026,Senado,NA,0,LA LISTA DE OVIEDO - CON TODA POR COLOMBIA,83,44403,1544,45947,0.18064291466254598
Comuna 14,Congreso 2026,Senado,NA,0,MOVIMIENTO SALVACIÓN NACIONAL,1165,44403,1544,45947,2.5355300672513983
Comuna 14,Congreso 2026,Senado,NA,0,PACTO HISTÓRICO SENADO,24988,44403,1544,45947,54.38439941671926
Comuna 14,Congreso 2026,Senado,NA,0,PARTIDO CENTRO DEMOCRÁTICO,2982,44403,1544,45947,6.490086403900146
Comuna 14,Congreso 2026,Senado,NA,0,PARTIDO CONSERVADOR COLOMBIANO,1328,44403,1544,45947,2.8902866346007356
Comuna 14,Congreso 2026,Senado,NA,0,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,3124,44403,1544,45947,6.7991381374192
Comuna 14,Congreso 2026,Senado,NA,0,PARTIDO LIBERAL COLOMBIANO,2528,44403,1544,45947,5.501991424902605
Comuna 14,Congreso 2026,Senado,NA,0,PARTIDO POLÍTICO OXÍGENO,63,44403,1544,45947,0.13711450149084817
Comuna 14,Congreso 2026,Senado,NA,0,PATRIOTAS,50,44403,1544,45947,0.10882103292924455
Comuna 14,Congreso 2026,Senado,NA,4,ACMIZSAM,2,97,115,212,0.9433962264150944
Comuna 14,Congreso 2026,Senado,NA,4,ASOCIACIÓN DE AUTORIDADES TRADICIONALES INDÍGENAS,17,97,115,212,8.018867924528301
Comuna 14,Congreso 2026,Senado,NA,4,ASOCIACIÓN DE CABILDOS INDÍGENAS POR COLOMBIA,4,97,115,212,1.8867924528301887
Comuna 14,Congreso 2026,Senado,NA,4,"ASOCIACIÓN NACIONAL INDÍGENA DE COLOMBIA ""ANIC""",4,97,115,212,1.8867924528301887
Comuna 14,Congreso 2026,Senado,NA,4,CABILDO INDÉGENA TEVIS,3,97,115,212,1.4150943396226416
Comuna 14,Congreso 2026,Senado,NA,4,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",24,97,115,212,11.320754716981133
Comuna 14,Congreso 2026,Senado,NA,4,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",7,97,115,212,3.30188679245283
Comuna 14,Congreso 2026,Senado,NA,4,MOVIMIENTO SI,13,97,115,212,6.132075471698113
Comuna 14,Congreso 2026,Senado,NA,4,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,21,97,115,212,9.90566037735849
Comuna 14,Congreso 2026,Senado,NA,4,TRIETNICO GOBERNATIVO TRIGO,2,97,115,212,0.9433962264150944
Comuna 14,Presidencia 2026,Presidencia,1V,0,ABELARDO DE LA ESPRIELLA,12214,59061,1545,60606,20.153120153120152
Comuna 14,Presidencia 2026,Presidencia,1V,0,CLAUDIA LÓPEZ,350,59061,1545,60606,0.5775005775005776
Comuna 14,Presidencia 2026,Presidencia,1V,0,GUSTAVO MATAMOROS CAMACHO,15,59061,1545,60606,0.02475002475002475
Comuna 14,Presidencia 2026,Presidencia,1V,0,IVÁN CEPEDA CASTRO,41992,59061,1545,60606,69.28686928686929
Comuna 14,Presidencia 2026,Presidencia,1V,0,MIGUEL URIBE LONDOÑO,77,59061,1545,60606,0.12705012705012705
Comuna 14,Presidencia 2026,Presidencia,1V,0,PALOMA VALENCIA LASERNA,2446,59061,1545,60606,4.035904035904036
Comuna 14,Presidencia 2026,Presidencia,1V,0,RAÚL SANTIAGO BOTERO JARAMILLO,441,59061,1545,60606,0.7276507276507277
Comuna 14,Presidencia 2026,Presidencia,1V,0,ROY LEONARDO BARRERAS MONTEALEGRE,55,59061,1545,60606,0.09075009075009076
Comuna 14,Presidencia 2026,Presidencia,1V,0,SERGIO FAJARDO VALDERRAMA,1289,59061,1545,60606,2.126852126852127
Comuna 14,Presidencia 2026,Presidencia,1V,0,SONDRA MACOLLINS GARVIN PINTO,66,59061,1545,60606,0.10890010890010891
Comuna 14,Presidencia 2026,Presidencia,1V,0,ÓSCAR MAURICIO LIZCANO ARANGO,116,59061,1545,60606,0.19140019140019138
Comuna 14,Presidencia 2026,Presidencia,2V,0,ABELARDO DE LA ESPRIELLA,15329,69546,948,70494,21.745113059267453
Comuna 14,Presidencia 2026,Presidencia,2V,0,IVÁN CEPEDA CASTRO,54217,69546,948,70494,76.91009163900475
Comuna 15,Congreso 2026,Consultas,NA,0,"CONSULTA DE LAS SOLUCIONES: SALUD, SEGURIDAD Y EDUCACIÓN",766,6930,0,6930,11.053391053391055
Comuna 15,Congreso 2026,Consultas,NA,0,FRENTE POR LA VIDA,1245,6930,0,6930,17.965367965367964
Comuna 15,Congreso 2026,Consultas,NA,0,LA GRAN CONSULTA POR COLOMBIA,4919,6930,0,6930,70.98124098124097
Comuna 15,Congreso 2026,Cámara,NA,1,AHORA COLOMBIA,2556,32707,933,33640,7.598097502972652
Comuna 15,Congreso 2026,Cámara,NA,1,COALICIÓN FUERZA CIUDADANA,93,32707,933,33640,0.27645659928656363
Comuna 15,Congreso 2026,Cámara,NA,1,COALICIÓN LIBERAL - COLOMBIA RENACIENTE,2426,32707,933,33640,7.211652794292508
Comuna 15,Congreso 2026,Cámara,NA,1,CR-CJL-LIGA DE GOBERNANTES,1816,32707,933,33640,5.39833531510107
Comuna 15,Congreso 2026,Cámara,NA,1,FRENTE AMPLIO UNITARIO,291,32707,933,33640,0.8650416171224732
Comuna 15,Congreso 2026,Cámara,NA,1,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",20,32707,933,33640,0.05945303210463733
Comuna 15,Congreso 2026,Cámara,NA,1,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,15971,32707,933,33640,47.476218787158146
Comuna 15,Congreso 2026,Cámara,NA,1,MOVIMIENTO SALVACIÓN NACIONAL,934,32707,933,33640,2.7764565992865635
Comuna 15,Congreso 2026,Cámara,NA,1,PARTIDO ALIANZA VERDE,1261,32707,933,33640,3.7485136741973837
Comuna 15,Congreso 2026,Cámara,NA,1,PARTIDO CENTRO DEMOCRÁTICO,2697,32707,933,33640,8.017241379310343
Comuna 15,Congreso 2026,Cámara,NA,1,PARTIDO CONSERVADOR COLOMBIANO,1094,32707,933,33640,3.2520808561236625
Comuna 15,Congreso 2026,Cámara,NA,1,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,3421,32707,933,33640,10.169441141498217
Comuna 15,Congreso 2026,Cámara,NA,1,PARTIDO DEMÓCRATA COLOMBIANO,101,32707,933,33640,0.30023781212841855
Comuna 15,Congreso 2026,Cámara,NA,1,PARTIDO POLÍTICO OXÍGENO,26,32707,933,33640,0.07728894173602853
Comuna 15,Congreso 2026,Cámara,NA,4,ACMIZSAM,2,87,66,153,1.3071895424836601
Comuna 15,Congreso 2026,Cámara,NA,4,ASOCIACIÓN DE CABILDOS INDÍGENAS ZENÚ ORICO,4,87,66,153,2.6143790849673203
Comuna 15,Congreso 2026,Cámara,NA,4,"ASOCIACIÓN NACIONAL INDÍGENA DE COLOMBIA ""ANIC""",11,87,66,153,7.18954248366013
Comuna 15,Congreso 2026,Cámara,NA,4,CABILDO INDÉGENA TEVIS,5,87,66,153,3.2679738562091507
Comuna 15,Congreso 2026,Cámara,NA,4,FUERZA ANCESTRAL,12,87,66,153,7.8431372549019605
Comuna 15,Congreso 2026,Cámara,NA,4,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",20,87,66,153,13.071895424836603
Comuna 15,Congreso 2026,Cámara,NA,4,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,14,87,66,153,9.15032679738562
Comuna 15,Congreso 2026,Cámara,NA,4,PARTIDO INDÉGENA ZENÚ (PIZ),3,87,66,153,1.9607843137254901
Comuna 15,Congreso 2026,Cámara,NA,4,PARTIDO INDÍGENA COLOMBIANO P.I.C,14,87,66,153,9.15032679738562
Comuna 15,Congreso 2026,Cámara,NA,4,TRIETNICO GOBERNATIVO TRIGO,2,87,66,153,1.3071895424836601
Comuna 15,Congreso 2026,Cámara,NA,5,AFRO CYC,2,1631,347,1978,0.10111223458038424
Comuna 15,Congreso 2026,Cámara,NA,5,AFROEMPRENDIMIENTO,47,1631,347,1978,2.3761375126390294
Comuna 15,Congreso 2026,Cámara,NA,5,AFROSLIBRES,8,1631,347,1978,0.40444893832153694
Comuna 15,Congreso 2026,Cámara,NA,5,"ASOCIACIÓN AFROCOLOMBIANA ""ASOMAKIDZON""",3,1631,347,1978,0.15166835187057634
Comuna 15,Congreso 2026,Cámara,NA,5,ASOCIACIÓN AFRODESCENDIENTE PACÍFICO POR LA PAZ,18,1631,347,1978,0.910010111223458
Comuna 15,Congreso 2026,Cámara,NA,5,ASOCIACIÓN ÉTNICA MUNDO DIVERSO INTERCULTURAL,3,1631,347,1978,0.15166835187057634
Comuna 15,Congreso 2026,Cámara,NA,5,ASOCONEG,16,1631,347,1978,0.8088978766430739
Comuna 15,Congreso 2026,Cámara,NA,5,ASTECA,8,1631,347,1978,0.40444893832153694
Comuna 15,Congreso 2026,Cámara,NA,5,C.C. DE LA COMUNIDAD NEGRA DE LA VEREDA EL ESFUERZO,45,1631,347,1978,2.2750252780586453
Comuna 15,Congreso 2026,Cámara,NA,5,COCOPEMA,8,1631,347,1978,0.40444893832153694
Comuna 15,Congreso 2026,Cámara,NA,5,COMUNIDAD AFROCOLOMBIANA DE LA SIERRA NEVADA,7,1631,347,1978,0.3538928210313448
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO AFROZABALETAS,18,1631,347,1978,0.910010111223458
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO AFROÉTNICO DE RISARALDA,7,1631,347,1978,0.3538928210313448
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO ALTO MIRA Y FRONTERA,3,1631,347,1978,0.15166835187057634
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO CASIMIRO MEZA MENDOZA-COCONEBO,2,1631,347,1978,0.10111223458038424
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS CUENCA RÍO OVEJAS,150,1631,347,1978,7.583417593528817
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE CÉRTEGUI,5,1631,347,1978,0.2527805864509606
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE LA COMUNIDAD NEGRA DE LIMONES,136,1631,347,1978,6.875631951466127
Comuna 15,Congreso 2026,Cámara,NA,5,"CONSEJO COMUNITARIO DE PIZARRO ""CONCOPI""",25,1631,347,1978,1.2639029322548028
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE QUINAMAYO,10,1631,347,1978,0.5055611729019212
Comuna 15,Congreso 2026,Cámara,NA,5,"CONSEJO COMUNITARIO DE TRUANDO - LA TERESITA ""COCOTRUMETE""",1,1631,347,1978,0.05055611729019212
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO EL NARANJO,536,1631,347,1978,27.098078867542974
Comuna 15,Congreso 2026,Cámara,NA,5,"CONSEJO COMUNITARIO INTEGRAL DE LLORÓ ""COCOILLO""",1,1631,347,1978,0.05055611729019212
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO KUSUTOMA - GENDE COKUMALU,11,1631,347,1978,0.5561172901921132
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO LA GRAN VÍA DE LOS REMEDIOS,79,1631,347,1978,3.993933265925177
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO MANUEL ZAPATA OLIVELLA DE SAN ANTERO,66,1631,347,1978,3.336703741152679
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO NEGROS UNIDOS,3,1631,347,1978,0.15166835187057634
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO NUEVA ESPERANZA,9,1631,347,1978,0.455005055611729
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO PANAMÁ DE ARAUCA,2,1631,347,1978,0.10111223458038424
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO RÍO DE GUADUAS - CHIGORODÓ,1,1631,347,1978,0.05055611729019212
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO UNIÍN DEL RÍO ROSARIO,1,1631,347,1978,0.05055611729019212
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO VEREDAS UNIDAS POR UN BIEN COMÚN,7,1631,347,1978,0.3538928210313448
Comuna 15,Congreso 2026,Cámara,NA,5,CONSEJO LABORAL AFROCOLOMBIANO CLAF - BOGOTÁ,4,1631,347,1978,0.20222446916076847
Comuna 15,Congreso 2026,Cámara,NA,5,CRISTIANOS POR COLOMBIA AFROS,8,1631,347,1978,0.40444893832153694
Comuna 15,Congreso 2026,Cámara,NA,5,"EXPRESIÓN AFRO, AMBIENTAL Y CULTURAL COLOMBIA CON DIGNIDAD",72,1631,347,1978,3.640040444893832
Comuna 15,Congreso 2026,Cámara,NA,5,FUNDACIÓN ARTÍSTICA CULTURAL SALSA Y RUMBA,27,1631,347,1978,1.365015166835187
Comuna 15,Congreso 2026,Cámara,NA,5,"FUNDACIÓN ECOLÓGICA, RURAL Y URBANA DEL PACÍFICO ""FUNERPA""",12,1631,347,1978,0.6066734074823054
Comuna 15,Congreso 2026,Cámara,NA,5,FUNDACIÓN ORSUBA,66,1631,347,1978,3.336703741152679
Comuna 15,Congreso 2026,Cámara,NA,5,"FUNDACIÓN SEMILLAS PARA UNA VIDA DIGNA ""FUSEMVID""",31,1631,347,1978,1.5672396359959553
Comuna 15,Congreso 2026,Cámara,NA,5,LOS SABANEROS DEL CORREGIMIENTO DE MINGUILLO,10,1631,347,1978,0.5055611729019212
Comuna 15,Congreso 2026,Cámara,NA,5,OEAFROBOL,4,1631,347,1978,0.20222446916076847
Comuna 15,Congreso 2026,Cámara,NA,5,OEAPUN,1,1631,347,1978,0.05055611729019212
Comuna 15,Congreso 2026,Cámara,NA,5,OSAVIPLAR,1,1631,347,1978,0.05055611729019212
Comuna 15,Congreso 2026,Cámara,NA,5,PARTIDO DEMÓCRATA COLOMBIANO,8,1631,347,1978,0.40444893832153694
Comuna 15,Congreso 2026,Cámara,NA,5,PARTIDO ECOLOGISTA COLOMBIANO,137,1631,347,1978,6.9261880687563195
Comuna 15,Congreso 2026,Cámara,NA,5,TODO ES POSIBLE,12,1631,347,1978,0.6066734074823054
Comuna 15,Congreso 2026,Senado,NA,0,AHORA COLOMBIA,2258,34740,1132,35872,6.294603033006245
Comuna 15,Congreso 2026,Senado,NA,0,ALIANZA POR COLOMBIA,1943,34740,1132,35872,5.416480820695807
Comuna 15,Congreso 2026,Senado,NA,0,COALICIÓN CAMBIO RADICAL - ALMA,1793,34740,1132,35872,4.9983273862622655
Comuna 15,Congreso 2026,Senado,NA,0,COALICIÓN FUERZA CIUDADANA,165,34740,1132,35872,0.4599687778768956
Comuna 15,Congreso 2026,Senado,NA,0,COLOMBIA SEGURA Y PRÓSPERA,18,34740,1132,35872,0.05017841213202498
Comuna 15,Congreso 2026,Senado,NA,0,CREEMOS,56,34740,1132,35872,0.15611061552185548
Comuna 15,Congreso 2026,Senado,NA,0,FRENTE AMPLIO UNITARIO,821,34740,1132,35872,2.288693131132917
Comuna 15,Congreso 2026,Senado,NA,0,LA LISTA DE OVIEDO - CON TODA POR COLOMBIA,77,34740,1132,35872,0.21465209634255128
Comuna 15,Congreso 2026,Senado,NA,0,MOVIMIENTO SALVACIÓN NACIONAL,1007,34740,1132,35872,2.8072033898305087
Comuna 15,Congreso 2026,Senado,NA,0,PACTO HISTÓRICO SENADO,17442,34740,1132,35872,48.6228813559322
Comuna 15,Congreso 2026,Senado,NA,0,PARTIDO CENTRO DEMOCRÁTICO,2487,34740,1132,35872,6.932983942908118
Comuna 15,Congreso 2026,Senado,NA,0,PARTIDO CONSERVADOR COLOMBIANO,1083,34740,1132,35872,3.0190677966101696
Comuna 15,Congreso 2026,Senado,NA,0,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,3273,34740,1132,35872,9.124107939339874
Comuna 15,Congreso 2026,Senado,NA,0,PARTIDO LIBERAL COLOMBIANO,2220,34740,1132,35872,6.188670829616414
Comuna 15,Congreso 2026,Senado,NA,0,PARTIDO POLÍTICO OXÍGENO,61,34740,1132,35872,0.17004906333630687
Comuna 15,Congreso 2026,Senado,NA,0,PATRIOTAS,36,34740,1132,35872,0.10035682426404996
Comuna 15,Congreso 2026,Senado,NA,4,ACMIZSAM,1,97,91,188,0.5319148936170213
Comuna 15,Congreso 2026,Senado,NA,4,ASOCIACIÓN DE AUTORIDADES TRADICIONALES INDÍGENAS,15,97,91,188,7.9787234042553195
Comuna 15,Congreso 2026,Senado,NA,4,ASOCIACIÓN DE CABILDOS INDÍGENAS POR COLOMBIA,1,97,91,188,0.5319148936170213
Comuna 15,Congreso 2026,Senado,NA,4,"ASOCIACIÓN NACIONAL INDÍGENA DE COLOMBIA ""ANIC""",7,97,91,188,3.723404255319149
Comuna 15,Congreso 2026,Senado,NA,4,CABILDO INDÉGENA TEVIS,3,97,91,188,1.5957446808510638
Comuna 15,Congreso 2026,Senado,NA,4,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",31,97,91,188,16.48936170212766
Comuna 15,Congreso 2026,Senado,NA,4,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",11,97,91,188,5.851063829787234
Comuna 15,Congreso 2026,Senado,NA,4,MOVIMIENTO SI,8,97,91,188,4.25531914893617
Comuna 15,Congreso 2026,Senado,NA,4,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,19,97,91,188,10.106382978723403
Comuna 15,Congreso 2026,Senado,NA,4,TRIETNICO GOBERNATIVO TRIGO,1,97,91,188,0.5319148936170213
Comuna 15,Presidencia 2026,Presidencia,1V,0,ABELARDO DE LA ESPRIELLA,10133,44542,1098,45640,22.20201577563541
Comuna 15,Presidencia 2026,Presidencia,1V,0,CLAUDIA LÓPEZ,287,44542,1098,45640,0.6288343558282209
Comuna 15,Presidencia 2026,Presidencia,1V,0,GUSTAVO MATAMOROS CAMACHO,14,44542,1098,45640,0.030674846625766874
Comuna 15,Presidencia 2026,Presidencia,1V,0,IVÁN CEPEDA CASTRO,30421,44542,1098,45640,66.65425065731813
Comuna 15,Presidencia 2026,Presidencia,1V,0,MIGUEL URIBE LONDOÑO,63,44542,1098,45640,0.13803680981595093
Comuna 15,Presidencia 2026,Presidencia,1V,0,PALOMA VALENCIA LASERNA,1949,44542,1098,45640,4.2703768624014025
Comuna 15,Presidencia 2026,Presidencia,1V,0,RAÚL SANTIAGO BOTERO JARAMILLO,277,44542,1098,45640,0.6069237510955302
Comuna 15,Presidencia 2026,Presidencia,1V,0,ROY LEONARDO BARRERAS MONTEALEGRE,23,44542,1098,45640,0.050394390885188434
Comuna 15,Presidencia 2026,Presidencia,1V,0,SERGIO FAJARDO VALDERRAMA,1246,44542,1098,45640,2.7300613496932513
Comuna 15,Presidencia 2026,Presidencia,1V,0,SONDRA MACOLLINS GARVIN PINTO,50,44542,1098,45640,0.10955302366345311
Comuna 15,Presidencia 2026,Presidencia,1V,0,ÓSCAR MAURICIO LIZCANO ARANGO,79,44542,1098,45640,0.17309377738825593
Comuna 15,Presidencia 2026,Presidencia,2V,0,ABELARDO DE LA ESPRIELLA,12453,51714,715,52429,23.752121917259533
Comuna 15,Presidencia 2026,Presidencia,2V,0,IVÁN CEPEDA CASTRO,39261,51714,715,52429,74.88412901256937
Comuna 16,Congreso 2026,Consultas,NA,0,"CONSULTA DE LAS SOLUCIONES: SALUD, SEGURIDAD Y EDUCACIÓN",711,8567,0,8567,8.299287965448816
Comuna 16,Congreso 2026,Consultas,NA,0,FRENTE POR LA VIDA,1286,8567,0,8567,15.011089062682387
Comuna 16,Congreso 2026,Consultas,NA,0,LA GRAN CONSULTA POR COLOMBIA,6570,8567,0,8567,76.6896229718688
Comuna 16,Congreso 2026,Cámara,NA,1,AHORA COLOMBIA,2411,32091,1060,33151,7.27278211818648
Comuna 16,Congreso 2026,Cámara,NA,1,COALICIÓN FUERZA CIUDADANA,85,32091,1060,33151,0.25640252179421436
Comuna 16,Congreso 2026,Cámara,NA,1,COALICIÓN LIBERAL - COLOMBIA RENACIENTE,2717,32091,1060,33151,8.195831196645651
Comuna 16,Congreso 2026,Cámara,NA,1,CR-CJL-LIGA DE GOBERNANTES,1819,32091,1060,33151,5.487013966396187
Comuna 16,Congreso 2026,Cámara,NA,1,FRENTE AMPLIO UNITARIO,269,32091,1060,33151,0.8114385689722784
Comuna 16,Congreso 2026,Cámara,NA,1,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",26,32091,1060,33151,0.07842900666646557
Comuna 16,Congreso 2026,Cámara,NA,1,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,14375,32091,1060,33151,43.36219118578625
Comuna 16,Congreso 2026,Cámara,NA,1,MOVIMIENTO SALVACIÓN NACIONAL,1332,32091,1060,33151,4.017978341528159
Comuna 16,Congreso 2026,Cámara,NA,1,PARTIDO ALIANZA VERDE,1063,32091,1060,33151,3.206539772555881
Comuna 16,Congreso 2026,Cámara,NA,1,PARTIDO CENTRO DEMOCRÁTICO,3275,32091,1060,33151,9.879038339718258
Comuna 16,Congreso 2026,Cámara,NA,1,PARTIDO CONSERVADOR COLOMBIANO,1302,32091,1060,33151,3.9274833338360833
Comuna 16,Congreso 2026,Cámara,NA,1,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,3298,32091,1060,33151,9.948417845615518
Comuna 16,Congreso 2026,Cámara,NA,1,PARTIDO DEMÓCRATA COLOMBIANO,81,32091,1060,33151,0.24433652076860427
Comuna 16,Congreso 2026,Cámara,NA,1,PARTIDO POLÍTICO OXÍGENO,38,32091,1060,33151,0.11462700974329582
Comuna 16,Congreso 2026,Cámara,NA,4,ACMIZSAM,4,71,47,118,3.389830508474576
Comuna 16,Congreso 2026,Cámara,NA,4,ASOCIACIÓN DE CABILDOS INDÍGENAS ZENÚ ORICO,6,71,47,118,5.084745762711865
Comuna 16,Congreso 2026,Cámara,NA,4,"ASOCIACIÓN NACIONAL INDÍGENA DE COLOMBIA ""ANIC""",4,71,47,118,3.389830508474576
Comuna 16,Congreso 2026,Cámara,NA,4,FUERZA ANCESTRAL,10,71,47,118,8.47457627118644
Comuna 16,Congreso 2026,Cámara,NA,4,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",13,71,47,118,11.016949152542372
Comuna 16,Congreso 2026,Cámara,NA,4,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,13,71,47,118,11.016949152542372
Comuna 16,Congreso 2026,Cámara,NA,4,PARTIDO INDÉGENA ZENÚ (PIZ),5,71,47,118,4.23728813559322
Comuna 16,Congreso 2026,Cámara,NA,4,PARTIDO INDÍGENA COLOMBIANO P.I.C,13,71,47,118,11.016949152542372
Comuna 16,Congreso 2026,Cámara,NA,4,TRIETNICO GOBERNATIVO TRIGO,3,71,47,118,2.5423728813559325
Comuna 16,Congreso 2026,Cámara,NA,5,AFRO CYC,3,1167,233,1400,0.2142857142857143
Comuna 16,Congreso 2026,Cámara,NA,5,AFROEMPRENDIMIENTO,47,1167,233,1400,3.357142857142857
Comuna 16,Congreso 2026,Cámara,NA,5,AFROSLIBRES,14,1167,233,1400,1.0
Comuna 16,Congreso 2026,Cámara,NA,5,"ASOCIACIÓN AFROCOLOMBIANA ""ASOMAKIDZON""",1,1167,233,1400,0.07142857142857142
Comuna 16,Congreso 2026,Cámara,NA,5,ASOCIACIÓN AFRODESCENDIENTE PACÍFICO POR LA PAZ,6,1167,233,1400,0.4285714285714286
Comuna 16,Congreso 2026,Cámara,NA,5,ASOCIACIÓN ÉTNICA MUNDO DIVERSO INTERCULTURAL,4,1167,233,1400,0.2857142857142857
Comuna 16,Congreso 2026,Cámara,NA,5,ASOCONEG,6,1167,233,1400,0.4285714285714286
Comuna 16,Congreso 2026,Cámara,NA,5,ASTECA,4,1167,233,1400,0.2857142857142857
Comuna 16,Congreso 2026,Cámara,NA,5,C.C. DE LA COMUNIDAD NEGRA DE LA VEREDA EL ESFUERZO,36,1167,233,1400,2.571428571428571
Comuna 16,Congreso 2026,Cámara,NA,5,COCOPEMA,3,1167,233,1400,0.2142857142857143
Comuna 16,Congreso 2026,Cámara,NA,5,COMUNIDAD AFROCOLOMBIANA DE LA SIERRA NEVADA,9,1167,233,1400,0.6428571428571428
Comuna 16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO AFROZABALETAS,17,1167,233,1400,1.2142857142857142
Comuna 16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO AFROÉTNICO DE RISARALDA,5,1167,233,1400,0.35714285714285715
Comuna 16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO ALTO MIRA Y FRONTERA,1,1167,233,1400,0.07142857142857142
Comuna 16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO CASIMIRO MEZA MENDOZA-COCONEBO,1,1167,233,1400,0.07142857142857142
Comuna 16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS CUENCA RÍO OVEJAS,106,1167,233,1400,7.571428571428572
Comuna 16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE CÉRTEGUI,2,1167,233,1400,0.14285714285714285
Comuna 16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE LA COMUNIDAD NEGRA DE LIMONES,70,1167,233,1400,5.0
Comuna 16,Congreso 2026,Cámara,NA,5,"CONSEJO COMUNITARIO DE PIZARRO ""CONCOPI""",10,1167,233,1400,0.7142857142857143
Comuna 16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE QUINAMAYO,5,1167,233,1400,0.35714285714285715
