territorio_nombre,unidad,votos_1v,votos_2v,delta_abs,val_1V,val_2V,pp_1v,pp_2v,delta_pp
Comuna 5,ÓSCAR MAURICIO LIZCANO ARANGO,74,0,-74,46432,48434,0.15937284631288767,0.0,-0.15937284631288767
Comuna 6,ABELARDO DE LA ESPRIELLA,18204,21681,3477,62661,67431,29.051563173265667,32.152867375539444,3.101304202273777
Comuna 6,CLAUDIA LÓPEZ,438,0,-438,62661,67431,0.6989993776032939,0.0,-0.6989993776032939
Comuna 6,GUSTAVO MATAMOROS CAMACHO,12,0,-12,62661,67431,0.019150667879542296,0.0,-0.019150667879542296
Comuna 6,IVÁN CEPEDA CASTRO,36824,44673,7849,62661,67431,58.76701616635547,66.2499443875962,7.4829282212407335
Comuna 6,MIGUEL URIBE LONDOÑO,48,0,-48,62661,67431,0.07660267151816919,0.0,-0.07660267151816919
Comuna 6,PALOMA VALENCIA LASERNA,2998,0,-2998,62661,67431,4.784475191905651,0.0,-4.784475191905651
Comuna 6,RAÚL SANTIAGO BOTERO JARAMILLO,324,0,-324,62661,67431,0.517068032747642,0.0,-0.517068032747642
Comuna 6,ROY LEONARDO BARRERAS MONTEALEGRE,49,0,-49,62661,67431,0.07819856050813107,0.0,-0.07819856050813107
Comuna 6,SERGIO FAJARDO VALDERRAMA,2339,0,-2339,62661,67431,3.7327843475207865,0.0,-3.7327843475207865
Comuna 6,SONDRA MACOLLINS GARVIN PINTO,58,0,-58,62661,67431,0.09256156141778778,0.0,-0.09256156141778778
Comuna 6,VOTO EN BLANCO,1280,1077,-203,62661,67431,2.0427379071511784,1.5971882368643502,-0.44554967028682824
Comuna 6,ÓSCAR MAURICIO LIZCANO ARANGO,87,0,-87,62661,67431,0.13884234212668167,0.0,-0.13884234212668167
Comuna 7,ABELARDO DE LA ESPRIELLA,9833,11921,2088,38431,42129,25.58611537560823,28.296422891594865,2.710307515986635
Comuna 7,CLAUDIA LÓPEZ,214,0,-214,38431,42129,0.5568421326533267,0.0,-0.5568421326533267
Comuna 7,GUSTAVO MATAMOROS CAMACHO,13,0,-13,38431,42129,0.033826858525669384,0.0,-0.033826858525669384
Comuna 7,IVÁN CEPEDA CASTRO,24391,29629,5238,38431,42129,63.46699279227707,70.32922689833606,6.862234106058992
Comuna 7,MIGUEL URIBE LONDOÑO,32,0,-32,38431,42129,0.08326611329395539,0.0,-0.08326611329395539
Comuna 7,PALOMA VALENCIA LASERNA,1697,0,-1697,38431,42129,4.415706070620072,0.0,-4.415706070620072
Comuna 7,RAÚL SANTIAGO BOTERO JARAMILLO,190,0,-190,38431,42129,0.4943925476828602,0.0,-0.4943925476828602
Comuna 7,ROY LEONARDO BARRERAS MONTEALEGRE,17,0,-17,38431,42129,0.04423512268741381,0.0,-0.04423512268741381
Comuna 7,SERGIO FAJARDO VALDERRAMA,1195,0,-1195,38431,42129,3.109468918321147,0.0,-3.109468918321147
Comuna 7,SONDRA MACOLLINS GARVIN PINTO,21,0,-21,38431,42129,0.05464338684915823,0.0,-0.05464338684915823
Comuna 7,VOTO EN BLANCO,750,579,-171,38431,42129,1.9515495303270798,1.3743502100690737,-0.5771993202580061
Comuna 7,ÓSCAR MAURICIO LIZCANO ARANGO,78,0,-78,38431,42129,0.20296115115401628,0.0,-0.20296115115401628
Comuna 8,ABELARDO DE LA ESPRIELLA,16421,19738,3317,45610,48536,36.003069502302125,40.666721608702815,4.66365210640069
Comuna 8,CLAUDIA LÓPEZ,338,0,-338,45610,48536,0.7410655557991669,0.0,-0.7410655557991669
Comuna 8,GUSTAVO MATAMOROS CAMACHO,7,0,-7,45610,48536,0.015347511510633634,0.0,-0.015347511510633634
Comuna 8,IVÁN CEPEDA CASTRO,23062,28027,4965,45610,48536,50.56347292260469,57.74476677105653,7.181293848451844
Comuna 8,MIGUEL URIBE LONDOÑO,31,0,-31,45610,48536,0.06796755097566323,0.0,-0.06796755097566323
Comuna 8,PALOMA VALENCIA LASERNA,2564,0,-2564,45610,48536,5.6215742161806626,0.0,-5.6215742161806626
Comuna 8,RAÚL SANTIAGO BOTERO JARAMILLO,215,0,-215,45610,48536,0.47138785354089013,0.0,-0.47138785354089013
Comuna 8,ROY LEONARDO BARRERAS MONTEALEGRE,21,0,-21,45610,48536,0.0460425345319009,0.0,-0.0460425345319009
Comuna 8,SERGIO FAJARDO VALDERRAMA,1975,0,-1975,45610,48536,4.33019074764306,0.0,-4.33019074764306
Comuna 8,SONDRA MACOLLINS GARVIN PINTO,30,0,-30,45610,48536,0.065775049331287,0.0,-0.065775049331287
Comuna 8,VOTO EN BLANCO,884,771,-113,45610,48536,1.9381714536285903,1.5885116202406462,-0.34965983338794415
Comuna 8,ÓSCAR MAURICIO LIZCANO ARANGO,62,0,-62,45610,48536,0.13593510195132646,0.0,-0.13593510195132646
Comuna 9,ABELARDO DE LA ESPRIELLA,8617,10467,1850,21398,23179,40.270118702682495,45.157254411320594,4.887135708638098
Comuna 9,CLAUDIA LÓPEZ,139,0,-139,21398,23179,0.6495934199457893,0.0,-0.6495934199457893
Comuna 9,GUSTAVO MATAMOROS CAMACHO,5,0,-5,21398,23179,0.023366669782222637,0.0,-0.023366669782222637
Comuna 9,IVÁN CEPEDA CASTRO,9853,12305,2452,21398,23179,46.04635947284793,53.08684585184865,7.040486379000718
Comuna 9,MIGUEL URIBE LONDOÑO,13,0,-13,21398,23179,0.060753341433778855,0.0,-0.060753341433778855
Comuna 9,PALOMA VALENCIA LASERNA,1257,0,-1257,21398,23179,5.874380783250771,0.0,-5.874380783250771
Comuna 9,RAÚL SANTIAGO BOTERO JARAMILLO,171,0,-171,21398,23179,0.7991401065520142,0.0,-0.7991401065520142
Comuna 9,ROY LEONARDO BARRERAS MONTEALEGRE,18,0,-18,21398,23179,0.08412001121600149,0.0,-0.08412001121600149
Comuna 9,SERGIO FAJARDO VALDERRAMA,841,0,-841,21398,23179,3.9302738573698472,0.0,-3.9302738573698472
Comuna 9,SONDRA MACOLLINS GARVIN PINTO,11,0,-11,21398,23179,0.051406673520889797,0.0,-0.051406673520889797
Comuna 9,VOTO EN BLANCO,438,407,-31,21398,23179,2.046920272922703,1.755899736830752,-0.2910205360919511
Comuna 9,ÓSCAR MAURICIO LIZCANO ARANGO,35,0,-35,21398,23179,0.16356668847555847,0.0,-0.16356668847555847
