municipio_codigo,municipio,zona,eleccion,corporacion,vuelta,circunscripcion,unidad,votos,votos_candidatos,blancos,validos,pct_validos
001,CALI,14,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO RÍO DE GUADUAS - CHIGORODÓ,1,539,137.0,676.0,0.14792899408284024
001,CALI,14,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO UNIÍN DEL RÍO ROSARIO,5,539,137.0,676.0,0.7396449704142012
001,CALI,14,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO VEREDAS UNIDAS POR UN BIEN COMÚN,1,539,137.0,676.0,0.14792899408284024
001,CALI,14,Congreso 2026,Cámara,NA,5,CONSEJO LABORAL AFROCOLOMBIANO CLAF - BOGOTÁ,1,539,137.0,676.0,0.14792899408284024
001,CALI,14,Congreso 2026,Cámara,NA,5,CRISTIANOS POR COLOMBIA AFROS,1,539,137.0,676.0,0.14792899408284024
001,CALI,14,Congreso 2026,Cámara,NA,5,"EXPRESIÓN AFRO, AMBIENTAL Y CULTURAL COLOMBIA CON DIGNIDAD",24,539,137.0,676.0,3.5502958579881656
001,CALI,14,Congreso 2026,Cámara,NA,5,FUNDACIÓN ARTÍSTICA CULTURAL SALSA Y RUMBA,2,539,137.0,676.0,0.2958579881656805
001,CALI,14,Congreso 2026,Cámara,NA,5,"FUNDACIÓN ECOLÓGICA, RURAL Y URBANA DEL PACÍFICO ""FUNERPA""",1,539,137.0,676.0,0.14792899408284024
001,CALI,14,Congreso 2026,Cámara,NA,5,FUNDACIÓN ORSUBA,8,539,137.0,676.0,1.183431952662722
001,CALI,14,Congreso 2026,Cámara,NA,5,"FUNDACIÓN SEMILLAS PARA UNA VIDA DIGNA ""FUSEMVID""",3,539,137.0,676.0,0.4437869822485207
001,CALI,14,Congreso 2026,Cámara,NA,5,LOS SABANEROS DEL CORREGIMIENTO DE MINGUILLO,1,539,137.0,676.0,0.14792899408284024
001,CALI,14,Congreso 2026,Cámara,NA,5,OEAFROBOL,1,539,137.0,676.0,0.14792899408284024
001,CALI,14,Congreso 2026,Cámara,NA,5,PARTIDO DEMÓCRATA COLOMBIANO,1,539,137.0,676.0,0.14792899408284024
001,CALI,14,Congreso 2026,Cámara,NA,5,PARTIDO ECOLOGISTA COLOMBIANO,33,539,137.0,676.0,4.881656804733728
001,CALI,14,Congreso 2026,Cámara,NA,5,TODO ES POSIBLE,3,539,137.0,676.0,0.4437869822485207
001,CALI,14,Congreso 2026,Senado,NA,0,AHORA COLOMBIA,1188,18631,552.0,19183.0,6.192983370692801
001,CALI,14,Congreso 2026,Senado,NA,0,ALIANZA POR COLOMBIA,1405,18631,552.0,19183.0,7.324193296147631
001,CALI,14,Congreso 2026,Senado,NA,0,COALICIÓN CAMBIO RADICAL - ALMA,1165,18631,552.0,19183.0,6.073085544492519
001,CALI,14,Congreso 2026,Senado,NA,0,COALICIÓN FUERZA CIUDADANA,72,18631,552.0,19183.0,0.3753323254965334
001,CALI,14,Congreso 2026,Senado,NA,0,COLOMBIA SEGURA Y PRÓSPERA,9,18631,552.0,19183.0,0.046916540687066674
001,CALI,14,Congreso 2026,Senado,NA,0,CREEMOS,31,18631,552.0,19183.0,0.16160141792211855
001,CALI,14,Congreso 2026,Senado,NA,0,FRENTE AMPLIO UNITARIO,315,18631,552.0,19183.0,1.6420789240473337
001,CALI,14,Congreso 2026,Senado,NA,0,LA LISTA DE OVIEDO - CON TODA POR COLOMBIA,65,18631,552.0,19183.0,0.338841682739926
001,CALI,14,Congreso 2026,Senado,NA,0,MOVIMIENTO SALVACIÓN NACIONAL,1156,18631,552.0,19183.0,6.026169003805452
001,CALI,14,Congreso 2026,Senado,NA,0,PACTO HISTÓRICO SENADO,6971,18631,552.0,19183.0,36.339467236615754
001,CALI,14,Congreso 2026,Senado,NA,0,PARTIDO CENTRO DEMOCRÁTICO,2775,18631,552.0,19183.0,14.465933378512224
001,CALI,14,Congreso 2026,Senado,NA,0,PARTIDO CONSERVADOR COLOMBIANO,604,18631,552.0,19183.0,3.1486211749986968
001,CALI,14,Congreso 2026,Senado,NA,0,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,1667,18631,552.0,19183.0,8.689985925037794
001,CALI,14,Congreso 2026,Senado,NA,0,PARTIDO LIBERAL COLOMBIANO,1193,18631,552.0,19183.0,6.219048115518949
001,CALI,14,Congreso 2026,Senado,NA,0,PARTIDO POLÍTICO OXÍGENO,10,18631,552.0,19183.0,0.0521294896522963
001,CALI,14,Congreso 2026,Senado,NA,0,PATRIOTAS,5,18631,552.0,19183.0,0.02606474482614815
001,CALI,14,Congreso 2026,Senado,NA,4,ASOCIACIÓN DE AUTORIDADES TRADICIONALES INDÍGENAS,6,35,13.0,48.0,12.5
001,CALI,14,Congreso 2026,Senado,NA,4,ASOCIACIÓN DE CABILDOS INDÍGENAS POR COLOMBIA,2,35,13.0,48.0,4.166666666666666
001,CALI,14,Congreso 2026,Senado,NA,4,"ASOCIACIÓN NACIONAL INDÍGENA DE COLOMBIA ""ANIC""",2,35,13.0,48.0,4.166666666666666
001,CALI,14,Congreso 2026,Senado,NA,4,CABILDO INDÉGENA TEVIS,1,35,13.0,48.0,2.083333333333333
001,CALI,14,Congreso 2026,Senado,NA,4,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",8,35,13.0,48.0,16.666666666666664
001,CALI,14,Congreso 2026,Senado,NA,4,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",9,35,13.0,48.0,18.75
001,CALI,14,Congreso 2026,Senado,NA,4,MOVIMIENTO SI,2,35,13.0,48.0,4.166666666666666
001,CALI,14,Congreso 2026,Senado,NA,4,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,4,35,13.0,48.0,8.333333333333332
001,CALI,14,Congreso 2026,Senado,NA,4,TRIETNICO GOBERNATIVO TRIGO,1,35,13.0,48.0,2.083333333333333
001,CALI,14,Presidencia 2026,Presidencia,1V,0,ABELARDO DE LA ESPRIELLA,9575,24324,496.0,24820.0,38.57775987107171
001,CALI,14,Presidencia 2026,Presidencia,1V,0,CLAUDIA LÓPEZ,186,24324,496.0,24820.0,0.7493956486704271
001,CALI,14,Presidencia 2026,Presidencia,1V,0,GUSTAVO MATAMOROS CAMACHO,2,24324,496.0,24820.0,0.008058017727639002
001,CALI,14,Presidencia 2026,Presidencia,1V,0,IVÁN CEPEDA CASTRO,11614,24324,496.0,24820.0,46.79290894439968
001,CALI,14,Presidencia 2026,Presidencia,1V,0,MIGUEL URIBE LONDOÑO,16,24324,496.0,24820.0,0.06446414182111201
001,CALI,14,Presidencia 2026,Presidencia,1V,0,PALOMA VALENCIA LASERNA,1481,24324,496.0,24820.0,5.96696212731668
001,CALI,14,Presidencia 2026,Presidencia,1V,0,RAÚL SANTIAGO BOTERO JARAMILLO,104,24324,496.0,24820.0,0.419016921837228
001,CALI,14,Presidencia 2026,Presidencia,1V,0,ROY LEONARDO BARRERAS MONTEALEGRE,18,24324,496.0,24820.0,0.072522159548751
001,CALI,14,Presidencia 2026,Presidencia,1V,0,SERGIO FAJARDO VALDERRAMA,1275,24324,496.0,24820.0,5.136986301369863
001,CALI,14,Presidencia 2026,Presidencia,1V,0,SONDRA MACOLLINS GARVIN PINTO,17,24324,496.0,24820.0,0.0684931506849315
001,CALI,14,Presidencia 2026,Presidencia,1V,0,ÓSCAR MAURICIO LIZCANO ARANGO,36,24324,496.0,24820.0,0.145044319097502
001,CALI,14,Presidencia 2026,Presidencia,2V,0,ABELARDO DE LA ESPRIELLA,11434,25610,502.0,26112.0,43.78829656862745
001,CALI,14,Presidencia 2026,Presidencia,2V,0,IVÁN CEPEDA CASTRO,14176,25610,502.0,26112.0,54.2892156862745
001,CALI,15,Congreso 2026,Consultas,NA,0,"CONSULTA DE LAS SOLUCIONES: SALUD, SEGURIDAD Y EDUCACIÓN",596,7513,0.0,7513.0,7.932916278450685
001,CALI,15,Congreso 2026,Consultas,NA,0,FRENTE POR LA VIDA,831,7513,0.0,7513.0,11.060827898309597
001,CALI,15,Congreso 2026,Consultas,NA,0,LA GRAN CONSULTA POR COLOMBIA,6086,7513,0.0,7513.0,81.00625582323971
001,CALI,15,Congreso 2026,Cámara,NA,1,AHORA COLOMBIA,1599,21286,676.0,21962.0,7.280757672343138
001,CALI,15,Congreso 2026,Cámara,NA,1,COALICIÓN FUERZA CIUDADANA,65,21286,676.0,21962.0,0.29596575903833894
001,CALI,15,Congreso 2026,Cámara,NA,1,COALICIÓN LIBERAL - COLOMBIA RENACIENTE,1647,21286,676.0,21962.0,7.499317002094527
001,CALI,15,Congreso 2026,Cámara,NA,1,CR-CJL-LIGA DE GOBERNANTES,1163,21286,676.0,21962.0,5.295510427101357
001,CALI,15,Congreso 2026,Cámara,NA,1,FRENTE AMPLIO UNITARIO,114,21286,676.0,21962.0,0.5190784081595483
001,CALI,15,Congreso 2026,Cámara,NA,1,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",16,21286,676.0,21962.0,0.0728531099171296
001,CALI,15,Congreso 2026,Cámara,NA,1,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,8267,21286,676.0,21962.0,37.642291230306895
001,CALI,15,Congreso 2026,Cámara,NA,1,MOVIMIENTO SALVACIÓN NACIONAL,1185,21286,676.0,21962.0,5.39568345323741
001,CALI,15,Congreso 2026,Cámara,NA,1,PARTIDO ALIANZA VERDE,921,21286,676.0,21962.0,4.193607139604772
001,CALI,15,Congreso 2026,Cámara,NA,1,PARTIDO CENTRO DEMOCRÁTICO,3101,21286,676.0,21962.0,14.119843365813677
001,CALI,15,Congreso 2026,Cámara,NA,1,PARTIDO CONSERVADOR COLOMBIANO,877,21286,676.0,21962.0,3.9932610873326655
001,CALI,15,Congreso 2026,Cámara,NA,1,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,2257,21286,676.0,21962.0,10.276841817685092
001,CALI,15,Congreso 2026,Cámara,NA,1,PARTIDO DEMÓCRATA COLOMBIANO,48,21286,676.0,21962.0,0.21855932975138875
001,CALI,15,Congreso 2026,Cámara,NA,1,PARTIDO POLÍTICO OXÍGENO,26,21286,676.0,21962.0,0.11838630361533557
001,CALI,15,Congreso 2026,Cámara,NA,4,ACMIZSAM,2,23,14.0,37.0,5.405405405405405
001,CALI,15,Congreso 2026,Cámara,NA,4,FUERZA ANCESTRAL,3,23,14.0,37.0,8.108108108108109
001,CALI,15,Congreso 2026,Cámara,NA,4,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",8,23,14.0,37.0,21.62162162162162
001,CALI,15,Congreso 2026,Cámara,NA,4,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,6,23,14.0,37.0,16.216216216216218
001,CALI,15,Congreso 2026,Cámara,NA,4,PARTIDO INDÉGENA ZENÚ (PIZ),1,23,14.0,37.0,2.7027027027027026
001,CALI,15,Congreso 2026,Cámara,NA,4,PARTIDO INDÍGENA COLOMBIANO P.I.C,3,23,14.0,37.0,8.108108108108109
001,CALI,15,Congreso 2026,Cámara,NA,5,AFRO CYC,1,574,133.0,707.0,0.14144271570014144
001,CALI,15,Congreso 2026,Cámara,NA,5,AFROEMPRENDIMIENTO,3,574,133.0,707.0,0.4243281471004243
001,CALI,15,Congreso 2026,Cámara,NA,5,AFROSLIBRES,6,574,133.0,707.0,0.8486562942008486
001,CALI,15,Congreso 2026,Cámara,NA,5,"ASOCIACIÓN AFROCOLOMBIANA ""ASOMAKIDZON""",4,574,133.0,707.0,0.5657708628005658
001,CALI,15,Congreso 2026,Cámara,NA,5,ASOCIACIÓN AFRODESCENDIENTE PACÍFICO POR LA PAZ,4,574,133.0,707.0,0.5657708628005658
001,CALI,15,Congreso 2026,Cámara,NA,5,ASOCONEG,1,574,133.0,707.0,0.14144271570014144
001,CALI,15,Congreso 2026,Cámara,NA,5,C.C. DE LA COMUNIDAD NEGRA DE LA VEREDA EL ESFUERZO,28,574,133.0,707.0,3.9603960396039604
001,CALI,15,Congreso 2026,Cámara,NA,5,COCOPEMA,4,574,133.0,707.0,0.5657708628005658
001,CALI,15,Congreso 2026,Cámara,NA,5,COMUNIDAD AFROCOLOMBIANA DE LA SIERRA NEVADA,3,574,133.0,707.0,0.4243281471004243
001,CALI,15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO AFROZABALETAS,4,574,133.0,707.0,0.5657708628005658
001,CALI,15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO CASIMIRO MEZA MENDOZA-COCONEBO,1,574,133.0,707.0,0.14144271570014144
001,CALI,15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS CUENCA RÍO OVEJAS,42,574,133.0,707.0,5.9405940594059405
001,CALI,15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE LA COMUNIDAD NEGRA DE LIMONES,41,574,133.0,707.0,5.799151343705799
001,CALI,15,Congreso 2026,Cámara,NA,5,"CONSEJO COMUNITARIO DE PIZARRO ""CONCOPI""",6,574,133.0,707.0,0.8486562942008486
001,CALI,15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE QUINAMAYO,3,574,133.0,707.0,0.4243281471004243
001,CALI,15,Congreso 2026,Cámara,NA,5,"CONSEJO COMUNITARIO DE TRUANDO - LA TERESITA ""COCOTRUMETE""",1,574,133.0,707.0,0.14144271570014144
001,CALI,15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO EL NARANJO,238,574,133.0,707.0,33.663366336633665
001,CALI,15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO LA GRAN VÍA DE LOS REMEDIOS,67,574,133.0,707.0,9.476661951909476
001,CALI,15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO MANUEL ZAPATA OLIVELLA DE SAN ANTERO,27,574,133.0,707.0,3.818953323903819
001,CALI,15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO NEGROS UNIDOS,2,574,133.0,707.0,0.2828854314002829
001,CALI,15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO NUEVA ESPERANZA,3,574,133.0,707.0,0.4243281471004243
001,CALI,15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO RÍO DE GUADUAS - CHIGORODÓ,1,574,133.0,707.0,0.14144271570014144
001,CALI,15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO UNIÍN DEL RÍO ROSARIO,2,574,133.0,707.0,0.2828854314002829
001,CALI,15,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO VEREDAS UNIDAS POR UN BIEN COMÚN,2,574,133.0,707.0,0.2828854314002829
001,CALI,15,Congreso 2026,Cámara,NA,5,"EXPRESIÓN AFRO, AMBIENTAL Y CULTURAL COLOMBIA CON DIGNIDAD",11,574,133.0,707.0,1.5558698727015559
001,CALI,15,Congreso 2026,Cámara,NA,5,FUNDACIÓN ARTÍSTICA CULTURAL SALSA Y RUMBA,3,574,133.0,707.0,0.4243281471004243
001,CALI,15,Congreso 2026,Cámara,NA,5,"FUNDACIÓN ECOLÓGICA, RURAL Y URBANA DEL PACÍFICO ""FUNERPA""",1,574,133.0,707.0,0.14144271570014144
001,CALI,15,Congreso 2026,Cámara,NA,5,FUNDACIÓN ORSUBA,9,574,133.0,707.0,1.272984441301273
001,CALI,15,Congreso 2026,Cámara,NA,5,"FUNDACIÓN SEMILLAS PARA UNA VIDA DIGNA ""FUSEMVID""",1,574,133.0,707.0,0.14144271570014144
001,CALI,15,Congreso 2026,Cámara,NA,5,LOS SABANEROS DEL CORREGIMIENTO DE MINGUILLO,1,574,133.0,707.0,0.14144271570014144
001,CALI,15,Congreso 2026,Cámara,NA,5,PARTIDO DEMÓCRATA COLOMBIANO,2,574,133.0,707.0,0.2828854314002829
001,CALI,15,Congreso 2026,Cámara,NA,5,PARTIDO ECOLOGISTA COLOMBIANO,44,574,133.0,707.0,6.223479490806223
001,CALI,15,Congreso 2026,Cámara,NA,5,TODO ES POSIBLE,8,574,133.0,707.0,1.1315417256011315
001,CALI,15,Congreso 2026,Senado,NA,0,AHORA COLOMBIA,1442,22069,611.0,22680.0,6.3580246913580245
001,CALI,15,Congreso 2026,Senado,NA,0,ALIANZA POR COLOMBIA,1601,22069,611.0,22680.0,7.059082892416225
001,CALI,15,Congreso 2026,Senado,NA,0,COALICIÓN CAMBIO RADICAL - ALMA,1084,22069,611.0,22680.0,4.779541446208113
001,CALI,15,Congreso 2026,Senado,NA,0,COALICIÓN FUERZA CIUDADANA,88,22069,611.0,22680.0,0.3880070546737213
001,CALI,15,Congreso 2026,Senado,NA,0,COLOMBIA SEGURA Y PRÓSPERA,10,22069,611.0,22680.0,0.04409171075837742
001,CALI,15,Congreso 2026,Senado,NA,0,CREEMOS,56,22069,611.0,22680.0,0.24691358024691357
001,CALI,15,Congreso 2026,Senado,NA,0,FRENTE AMPLIO UNITARIO,392,22069,611.0,22680.0,1.728395061728395
001,CALI,15,Congreso 2026,Senado,NA,0,LA LISTA DE OVIEDO - CON TODA POR COLOMBIA,90,22069,611.0,22680.0,0.3968253968253968
001,CALI,15,Congreso 2026,Senado,NA,0,MOVIMIENTO SALVACIÓN NACIONAL,1324,22069,611.0,22680.0,5.837742504409171
001,CALI,15,Congreso 2026,Senado,NA,0,PACTO HISTÓRICO SENADO,8627,22069,611.0,22680.0,38.0379188712522
001,CALI,15,Congreso 2026,Senado,NA,0,PARTIDO CENTRO DEMOCRÁTICO,3106,22069,611.0,22680.0,13.694885361552029
001,CALI,15,Congreso 2026,Senado,NA,0,PARTIDO CONSERVADOR COLOMBIANO,795,22069,611.0,22680.0,3.505291005291005
001,CALI,15,Congreso 2026,Senado,NA,0,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,2086,22069,611.0,22680.0,9.197530864197532
001,CALI,15,Congreso 2026,Senado,NA,0,PARTIDO LIBERAL COLOMBIANO,1338,22069,611.0,22680.0,5.8994708994708995
001,CALI,15,Congreso 2026,Senado,NA,0,PARTIDO POLÍTICO OXÍGENO,16,22069,611.0,22680.0,0.07054673721340389
001,CALI,15,Congreso 2026,Senado,NA,0,PATRIOTAS,14,22069,611.0,22680.0,0.06172839506172839
001,CALI,15,Congreso 2026,Senado,NA,4,ASOCIACIÓN DE AUTORIDADES TRADICIONALES INDÍGENAS,9,29,35.0,64.0,14.0625
001,CALI,15,Congreso 2026,Senado,NA,4,ASOCIACIÓN DE CABILDOS INDÍGENAS POR COLOMBIA,3,29,35.0,64.0,4.6875
001,CALI,15,Congreso 2026,Senado,NA,4,"ASOCIACIÓN NACIONAL INDÍGENA DE COLOMBIA ""ANIC""",1,29,35.0,64.0,1.5625
001,CALI,15,Congreso 2026,Senado,NA,4,CABILDO INDÉGENA TEVIS,1,29,35.0,64.0,1.5625
001,CALI,15,Congreso 2026,Senado,NA,4,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",3,29,35.0,64.0,4.6875
001,CALI,15,Congreso 2026,Senado,NA,4,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",3,29,35.0,64.0,4.6875
001,CALI,15,Congreso 2026,Senado,NA,4,MOVIMIENTO SI,3,29,35.0,64.0,4.6875
001,CALI,15,Congreso 2026,Senado,NA,4,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,5,29,35.0,64.0,7.8125
001,CALI,15,Congreso 2026,Senado,NA,4,TRIETNICO GOBERNATIVO TRIGO,1,29,35.0,64.0,1.5625
001,CALI,15,Presidencia 2026,Presidencia,1V,0,ABELARDO DE LA ESPRIELLA,10723,27444,558.0,28002.0,38.293693307620885
001,CALI,15,Presidencia 2026,Presidencia,1V,0,CLAUDIA LÓPEZ,200,27444,558.0,28002.0,0.7142346975216056
001,CALI,15,Presidencia 2026,Presidencia,1V,0,GUSTAVO MATAMOROS CAMACHO,7,27444,558.0,28002.0,0.024998214413256194
001,CALI,15,Presidencia 2026,Presidencia,1V,0,IVÁN CEPEDA CASTRO,13387,27444,558.0,28002.0,47.80729947860867
001,CALI,15,Presidencia 2026,Presidencia,1V,0,MIGUEL URIBE LONDOÑO,15,27444,558.0,28002.0,0.05356760231412042
001,CALI,15,Presidencia 2026,Presidencia,1V,0,PALOMA VALENCIA LASERNA,1556,27444,558.0,28002.0,5.556745946718092
001,CALI,15,Presidencia 2026,Presidencia,1V,0,RAÚL SANTIAGO BOTERO JARAMILLO,99,27444,558.0,28002.0,0.35354617527319476
001,CALI,15,Presidencia 2026,Presidencia,1V,0,ROY LEONARDO BARRERAS MONTEALEGRE,18,27444,558.0,28002.0,0.0642811227769445
001,CALI,15,Presidencia 2026,Presidencia,1V,0,SERGIO FAJARDO VALDERRAMA,1377,27444,558.0,28002.0,4.917505892436255
001,CALI,15,Presidencia 2026,Presidencia,1V,0,SONDRA MACOLLINS GARVIN PINTO,21,27444,558.0,28002.0,0.07499464323976858
001,CALI,15,Presidencia 2026,Presidencia,1V,0,ÓSCAR MAURICIO LIZCANO ARANGO,41,27444,558.0,28002.0,0.14641811299192914
001,CALI,15,Presidencia 2026,Presidencia,2V,0,ABELARDO DE LA ESPRIELLA,12589,28874,530.0,29404.0,42.81390287035777
001,CALI,15,Presidencia 2026,Presidencia,2V,0,IVÁN CEPEDA CASTRO,16285,28874,530.0,29404.0,55.38362127601687
001,CALI,16,Congreso 2026,Consultas,NA,0,"CONSULTA DE LAS SOLUCIONES: SALUD, SEGURIDAD Y EDUCACIÓN",491,5635,0.0,5635.0,8.713398402839397
001,CALI,16,Congreso 2026,Consultas,NA,0,FRENTE POR LA VIDA,792,5635,0.0,5635.0,14.055013309671693
001,CALI,16,Congreso 2026,Consultas,NA,0,LA GRAN CONSULTA POR COLOMBIA,4352,5635,0.0,5635.0,77.2315882874889
001,CALI,16,Congreso 2026,Cámara,NA,1,AHORA COLOMBIA,1234,18882,530.0,19412.0,6.35689264372553
001,CALI,16,Congreso 2026,Cámara,NA,1,COALICIÓN FUERZA CIUDADANA,66,18882,530.0,19412.0,0.3399958788378322
001,CALI,16,Congreso 2026,Cámara,NA,1,COALICIÓN LIBERAL - COLOMBIA RENACIENTE,1604,18882,530.0,19412.0,8.262930146301258
001,CALI,16,Congreso 2026,Cámara,NA,1,CR-CJL-LIGA DE GOBERNANTES,1065,18882,530.0,19412.0,5.486297135792293
001,CALI,16,Congreso 2026,Cámara,NA,1,FRENTE AMPLIO UNITARIO,98,18882,530.0,19412.0,0.5048423655470843
001,CALI,16,Congreso 2026,Cámara,NA,1,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",10,18882,530.0,19412.0,0.051514527096641255
001,CALI,16,Congreso 2026,Cámara,NA,1,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,8271,18882,530.0,19412.0,42.60766536163198
001,CALI,16,Congreso 2026,Cámara,NA,1,MOVIMIENTO SALVACIÓN NACIONAL,820,18882,530.0,19412.0,4.224191221924583
001,CALI,16,Congreso 2026,Cámara,NA,1,PARTIDO ALIANZA VERDE,634,18882,530.0,19412.0,3.2660210179270552
001,CALI,16,Congreso 2026,Cámara,NA,1,PARTIDO CENTRO DEMOCRÁTICO,2230,18882,530.0,19412.0,11.487739542551
001,CALI,16,Congreso 2026,Cámara,NA,1,PARTIDO CONSERVADOR COLOMBIANO,770,18882,530.0,19412.0,3.9666185864413763
001,CALI,16,Congreso 2026,Cámara,NA,1,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,2021,18882,530.0,19412.0,10.411085926231198
001,CALI,16,Congreso 2026,Cámara,NA,1,PARTIDO DEMÓCRATA COLOMBIANO,44,18882,530.0,19412.0,0.2266639192252215
001,CALI,16,Congreso 2026,Cámara,NA,1,PARTIDO POLÍTICO OXÍGENO,15,18882,530.0,19412.0,0.07727179064496188
001,CALI,16,Congreso 2026,Cámara,NA,4,ASOCIACIÓN DE CABILDOS INDÍGENAS ZENÚ ORICO,1,24,17.0,41.0,2.4390243902439024
001,CALI,16,Congreso 2026,Cámara,NA,4,FUERZA ANCESTRAL,3,24,17.0,41.0,7.317073170731707
001,CALI,16,Congreso 2026,Cámara,NA,4,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",7,24,17.0,41.0,17.073170731707318
001,CALI,16,Congreso 2026,Cámara,NA,4,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,9,24,17.0,41.0,21.951219512195124
001,CALI,16,Congreso 2026,Cámara,NA,4,PARTIDO INDÍGENA COLOMBIANO P.I.C,4,24,17.0,41.0,9.75609756097561
001,CALI,16,Congreso 2026,Cámara,NA,5,AFROEMPRENDIMIENTO,5,547,160.0,707.0,0.7072135785007072
001,CALI,16,Congreso 2026,Cámara,NA,5,AFROSLIBRES,4,547,160.0,707.0,0.5657708628005658
001,CALI,16,Congreso 2026,Cámara,NA,5,"ASOCIACIÓN AFROCOLOMBIANA ""ASOMAKIDZON""",1,547,160.0,707.0,0.14144271570014144
001,CALI,16,Congreso 2026,Cámara,NA,5,ASOCIACIÓN AFRODESCENDIENTE PACÍFICO POR LA PAZ,4,547,160.0,707.0,0.5657708628005658
001,CALI,16,Congreso 2026,Cámara,NA,5,ASOCONEG,3,547,160.0,707.0,0.4243281471004243
001,CALI,16,Congreso 2026,Cámara,NA,5,ASTECA,1,547,160.0,707.0,0.14144271570014144
001,CALI,16,Congreso 2026,Cámara,NA,5,C.C. DE LA COMUNIDAD NEGRA DE LA VEREDA EL ESFUERZO,14,547,160.0,707.0,1.9801980198019802
001,CALI,16,Congreso 2026,Cámara,NA,5,COCOPEMA,4,547,160.0,707.0,0.5657708628005658
001,CALI,16,Congreso 2026,Cámara,NA,5,COMUNIDAD AFROCOLOMBIANA DE LA SIERRA NEVADA,1,547,160.0,707.0,0.14144271570014144
001,CALI,16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO AFROZABALETAS,3,547,160.0,707.0,0.4243281471004243
001,CALI,16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO AFROÉTNICO DE RISARALDA,5,547,160.0,707.0,0.7072135785007072
001,CALI,16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS CUENCA RÍO OVEJAS,61,547,160.0,707.0,8.628005657708627
001,CALI,16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE CÉRTEGUI,1,547,160.0,707.0,0.14144271570014144
001,CALI,16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE LA COMUNIDAD NEGRA DE LIMONES,26,547,160.0,707.0,3.6775106082036775
001,CALI,16,Congreso 2026,Cámara,NA,5,"CONSEJO COMUNITARIO DE PIZARRO ""CONCOPI""",5,547,160.0,707.0,0.7072135785007072
001,CALI,16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE QUINAMAYO,1,547,160.0,707.0,0.14144271570014144
001,CALI,16,Congreso 2026,Cámara,NA,5,"CONSEJO COMUNITARIO DE TRUANDO - LA TERESITA ""COCOTRUMETE""",1,547,160.0,707.0,0.14144271570014144
001,CALI,16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO EL NARANJO,228,547,160.0,707.0,32.248939179632245
001,CALI,16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO KUSUTOMA - GENDE COKUMALU,1,547,160.0,707.0,0.14144271570014144
001,CALI,16,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO LA GRAN VÍA DE LOS REMEDIOS,50,547,160.0,707.0,7.072135785007072
