territorio_nombre,eleccion,corporacion,vuelta,circunscripcion,unidad,votos,votos_candidatos,blancos,validos,pct_validos
Corregimiento El Saladito,Congreso 2026,Consultas,NA,0,"CONSULTA DE LAS SOLUCIONES: SALUD, SEGURIDAD Y EDUCACIÓN",15,279,0.0,279.0,5.376344086021505
Corregimiento El Saladito,Congreso 2026,Consultas,NA,0,FRENTE POR LA VIDA,34,279,0.0,279.0,12.186379928315413
Corregimiento El Saladito,Congreso 2026,Consultas,NA,0,LA GRAN CONSULTA POR COLOMBIA,230,279,0.0,279.0,82.43727598566308
Corregimiento El Saladito,Congreso 2026,Cámara,NA,1,AHORA COLOMBIA,49,1031,29.0,1060.0,4.622641509433962
Corregimiento El Saladito,Congreso 2026,Cámara,NA,1,COALICIÓN FUERZA CIUDADANA,1,1031,29.0,1060.0,0.09433962264150944
Corregimiento El Saladito,Congreso 2026,Cámara,NA,1,COALICIÓN LIBERAL - COLOMBIA RENACIENTE,181,1031,29.0,1060.0,17.075471698113205
Corregimiento El Saladito,Congreso 2026,Cámara,NA,1,CR-CJL-LIGA DE GOBERNANTES,44,1031,29.0,1060.0,4.150943396226415
Corregimiento El Saladito,Congreso 2026,Cámara,NA,1,FRENTE AMPLIO UNITARIO,2,1031,29.0,1060.0,0.18867924528301888
Corregimiento El Saladito,Congreso 2026,Cámara,NA,1,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",1,1031,29.0,1060.0,0.09433962264150944
Corregimiento El Saladito,Congreso 2026,Cámara,NA,1,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,345,1031,29.0,1060.0,32.54716981132076
Corregimiento El Saladito,Congreso 2026,Cámara,NA,1,MOVIMIENTO SALVACIÓN NACIONAL,30,1031,29.0,1060.0,2.8301886792452833
Corregimiento El Saladito,Congreso 2026,Cámara,NA,1,PARTIDO ALIANZA VERDE,32,1031,29.0,1060.0,3.018867924528302
Corregimiento El Saladito,Congreso 2026,Cámara,NA,1,PARTIDO CENTRO DEMOCRÁTICO,131,1031,29.0,1060.0,12.358490566037736
Corregimiento El Saladito,Congreso 2026,Cámara,NA,1,PARTIDO CONSERVADOR COLOMBIANO,109,1031,29.0,1060.0,10.283018867924529
Corregimiento El Saladito,Congreso 2026,Cámara,NA,1,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,102,1031,29.0,1060.0,9.622641509433963
Corregimiento El Saladito,Congreso 2026,Cámara,NA,1,PARTIDO DEMÓCRATA COLOMBIANO,3,1031,29.0,1060.0,0.2830188679245283
Corregimiento El Saladito,Congreso 2026,Cámara,NA,1,PARTIDO POLÍTICO OXÍGENO,1,1031,29.0,1060.0,0.09433962264150944
Corregimiento El Saladito,Congreso 2026,Cámara,NA,4,FUERZA ANCESTRAL,1,1,1.0,2.0,50.0
Corregimiento El Saladito,Congreso 2026,Cámara,NA,5,ASOCIACIÓN AFRODESCENDIENTE PACÍFICO POR LA PAZ,1,13,3.0,16.0,6.25
Corregimiento El Saladito,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE LA COMUNIDAD NEGRA DE LIMONES,1,13,3.0,16.0,6.25
Corregimiento El Saladito,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO EL NARANJO,4,13,3.0,16.0,25.0
Corregimiento El Saladito,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO LA GRAN VÍA DE LOS REMEDIOS,3,13,3.0,16.0,18.75
Corregimiento El Saladito,Congreso 2026,Cámara,NA,5,CRISTIANOS POR COLOMBIA AFROS,3,13,3.0,16.0,18.75
Corregimiento El Saladito,Congreso 2026,Cámara,NA,5,"EXPRESIÓN AFRO, AMBIENTAL Y CULTURAL COLOMBIA CON DIGNIDAD",1,13,3.0,16.0,6.25
Corregimiento El Saladito,Congreso 2026,Senado,NA,0,AHORA COLOMBIA,44,1065,30.0,1095.0,4.018264840182648
Corregimiento El Saladito,Congreso 2026,Senado,NA,0,ALIANZA POR COLOMBIA,58,1065,30.0,1095.0,5.296803652968037
Corregimiento El Saladito,Congreso 2026,Senado,NA,0,COALICIÓN CAMBIO RADICAL - ALMA,83,1065,30.0,1095.0,7.579908675799087
Corregimiento El Saladito,Congreso 2026,Senado,NA,0,COALICIÓN FUERZA CIUDADANA,6,1065,30.0,1095.0,0.547945205479452
Corregimiento El Saladito,Congreso 2026,Senado,NA,0,CREEMOS,2,1065,30.0,1095.0,0.182648401826484
Corregimiento El Saladito,Congreso 2026,Senado,NA,0,FRENTE AMPLIO UNITARIO,7,1065,30.0,1095.0,0.6392694063926941
Corregimiento El Saladito,Congreso 2026,Senado,NA,0,LA LISTA DE OVIEDO - CON TODA POR COLOMBIA,1,1065,30.0,1095.0,0.091324200913242
Corregimiento El Saladito,Congreso 2026,Senado,NA,0,MOVIMIENTO SALVACIÓN NACIONAL,40,1065,30.0,1095.0,3.65296803652968
Corregimiento El Saladito,Congreso 2026,Senado,NA,0,PACTO HISTÓRICO SENADO,381,1065,30.0,1095.0,34.794520547945204
Corregimiento El Saladito,Congreso 2026,Senado,NA,0,PARTIDO CENTRO DEMOCRÁTICO,124,1065,30.0,1095.0,11.32420091324201
Corregimiento El Saladito,Congreso 2026,Senado,NA,0,PARTIDO CONSERVADOR COLOMBIANO,78,1065,30.0,1095.0,7.123287671232877
Corregimiento El Saladito,Congreso 2026,Senado,NA,0,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,83,1065,30.0,1095.0,7.579908675799087
Corregimiento El Saladito,Congreso 2026,Senado,NA,0,PARTIDO LIBERAL COLOMBIANO,158,1065,30.0,1095.0,14.429223744292239
Corregimiento El Saladito,Presidencia 2026,Presidencia,1V,0,ABELARDO DE LA ESPRIELLA,463,1365,27.0,1392.0,33.26149425287356
Corregimiento El Saladito,Presidencia 2026,Presidencia,1V,0,CLAUDIA LÓPEZ,9,1365,27.0,1392.0,0.646551724137931
Corregimiento El Saladito,Presidencia 2026,Presidencia,1V,0,IVÁN CEPEDA CASTRO,766,1365,27.0,1392.0,55.02873563218391
Corregimiento El Saladito,Presidencia 2026,Presidencia,1V,0,MIGUEL URIBE LONDOÑO,1,1365,27.0,1392.0,0.07183908045977011
Corregimiento El Saladito,Presidencia 2026,Presidencia,1V,0,PALOMA VALENCIA LASERNA,80,1365,27.0,1392.0,5.747126436781609
Corregimiento El Saladito,Presidencia 2026,Presidencia,1V,0,RAÚL SANTIAGO BOTERO JARAMILLO,7,1365,27.0,1392.0,0.5028735632183908
Corregimiento El Saladito,Presidencia 2026,Presidencia,1V,0,ROY LEONARDO BARRERAS MONTEALEGRE,1,1365,27.0,1392.0,0.07183908045977011
Corregimiento El Saladito,Presidencia 2026,Presidencia,1V,0,SERGIO FAJARDO VALDERRAMA,33,1365,27.0,1392.0,2.3706896551724137
Corregimiento El Saladito,Presidencia 2026,Presidencia,1V,0,SONDRA MACOLLINS GARVIN PINTO,2,1365,27.0,1392.0,0.14367816091954022
Corregimiento El Saladito,Presidencia 2026,Presidencia,1V,0,ÓSCAR MAURICIO LIZCANO ARANGO,3,1365,27.0,1392.0,0.21551724137931033
Corregimiento El Saladito,Presidencia 2026,Presidencia,2V,0,ABELARDO DE LA ESPRIELLA,578,1545,35.0,1580.0,36.58227848101266
Corregimiento El Saladito,Presidencia 2026,Presidencia,2V,0,IVÁN CEPEDA CASTRO,967,1545,35.0,1580.0,61.20253164556962
Corregimiento Felidia,Congreso 2026,Consultas,NA,0,"CONSULTA DE LAS SOLUCIONES: SALUD, SEGURIDAD Y EDUCACIÓN",9,143,0.0,143.0,6.293706293706294
Corregimiento Felidia,Congreso 2026,Consultas,NA,0,FRENTE POR LA VIDA,16,143,0.0,143.0,11.188811188811188
Corregimiento Felidia,Congreso 2026,Consultas,NA,0,LA GRAN CONSULTA POR COLOMBIA,118,143,0.0,143.0,82.51748251748252
Corregimiento Felidia,Congreso 2026,Cámara,NA,1,AHORA COLOMBIA,55,700,26.0,726.0,7.575757575757576
Corregimiento Felidia,Congreso 2026,Cámara,NA,1,COALICIÓN FUERZA CIUDADANA,3,700,26.0,726.0,0.4132231404958678
Corregimiento Felidia,Congreso 2026,Cámara,NA,1,COALICIÓN LIBERAL - COLOMBIA RENACIENTE,52,700,26.0,726.0,7.162534435261708
Corregimiento Felidia,Congreso 2026,Cámara,NA,1,CR-CJL-LIGA DE GOBERNANTES,22,700,26.0,726.0,3.0303030303030303
Corregimiento Felidia,Congreso 2026,Cámara,NA,1,FRENTE AMPLIO UNITARIO,1,700,26.0,726.0,0.13774104683195593
Corregimiento Felidia,Congreso 2026,Cámara,NA,1,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,263,700,26.0,726.0,36.225895316804404
Corregimiento Felidia,Congreso 2026,Cámara,NA,1,MOVIMIENTO SALVACIÓN NACIONAL,21,700,26.0,726.0,2.8925619834710745
Corregimiento Felidia,Congreso 2026,Cámara,NA,1,PARTIDO ALIANZA VERDE,20,700,26.0,726.0,2.7548209366391188
Corregimiento Felidia,Congreso 2026,Cámara,NA,1,PARTIDO CENTRO DEMOCRÁTICO,94,700,26.0,726.0,12.947658402203857
Corregimiento Felidia,Congreso 2026,Cámara,NA,1,PARTIDO CONSERVADOR COLOMBIANO,26,700,26.0,726.0,3.581267217630854
Corregimiento Felidia,Congreso 2026,Cámara,NA,1,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,142,700,26.0,726.0,19.55922865013774
Corregimiento Felidia,Congreso 2026,Cámara,NA,1,PARTIDO POLÍTICO OXÍGENO,1,700,26.0,726.0,0.13774104683195593
Corregimiento Felidia,Congreso 2026,Cámara,NA,4,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,2,2,1.0,3.0,66.66666666666666
Corregimiento Felidia,Congreso 2026,Senado,NA,0,AHORA COLOMBIA,27,712,26.0,738.0,3.6585365853658534
Corregimiento Felidia,Congreso 2026,Senado,NA,0,ALIANZA POR COLOMBIA,37,712,26.0,738.0,5.013550135501355
Corregimiento Felidia,Congreso 2026,Senado,NA,0,COALICIÓN CAMBIO RADICAL - ALMA,28,712,26.0,738.0,3.7940379403794036
Corregimiento Felidia,Congreso 2026,Senado,NA,0,CREEMOS,1,712,26.0,738.0,0.13550135501355012
Corregimiento Felidia,Congreso 2026,Senado,NA,0,FRENTE AMPLIO UNITARIO,4,712,26.0,738.0,0.5420054200542005
Corregimiento Felidia,Congreso 2026,Senado,NA,0,LA LISTA DE OVIEDO - CON TODA POR COLOMBIA,2,712,26.0,738.0,0.27100271002710025
Corregimiento Felidia,Congreso 2026,Senado,NA,0,MOVIMIENTO SALVACIÓN NACIONAL,35,712,26.0,738.0,4.742547425474255
Corregimiento Felidia,Congreso 2026,Senado,NA,0,PACTO HISTÓRICO SENADO,279,712,26.0,738.0,37.80487804878049
Corregimiento Felidia,Congreso 2026,Senado,NA,0,PARTIDO CENTRO DEMOCRÁTICO,69,712,26.0,738.0,9.34959349593496
Corregimiento Felidia,Congreso 2026,Senado,NA,0,PARTIDO CONSERVADOR COLOMBIANO,17,712,26.0,738.0,2.303523035230352
Corregimiento Felidia,Congreso 2026,Senado,NA,0,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,155,712,26.0,738.0,21.00271002710027
Corregimiento Felidia,Congreso 2026,Senado,NA,0,PARTIDO LIBERAL COLOMBIANO,56,712,26.0,738.0,7.588075880758807
Corregimiento Felidia,Congreso 2026,Senado,NA,0,PARTIDO POLÍTICO OXÍGENO,2,712,26.0,738.0,0.27100271002710025
Corregimiento Felidia,Congreso 2026,Senado,NA,4,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,2,2,1.0,3.0,66.66666666666666
Corregimiento Felidia,Presidencia 2026,Presidencia,1V,0,ABELARDO DE LA ESPRIELLA,317,1045,34.0,1079.0,29.379054680259497
Corregimiento Felidia,Presidencia 2026,Presidencia,1V,0,CLAUDIA LÓPEZ,9,1045,34.0,1079.0,0.8341056533827619
Corregimiento Felidia,Presidencia 2026,Presidencia,1V,0,IVÁN CEPEDA CASTRO,609,1045,34.0,1079.0,56.441149212233555
Corregimiento Felidia,Presidencia 2026,Presidencia,1V,0,PALOMA VALENCIA LASERNA,58,1045,34.0,1079.0,5.375347544022243
Corregimiento Felidia,Presidencia 2026,Presidencia,1V,0,RAÚL SANTIAGO BOTERO JARAMILLO,15,1045,34.0,1079.0,1.3901760889712698
Corregimiento Felidia,Presidencia 2026,Presidencia,1V,0,ROY LEONARDO BARRERAS MONTEALEGRE,1,1045,34.0,1079.0,0.09267840593141798
Corregimiento Felidia,Presidencia 2026,Presidencia,1V,0,SERGIO FAJARDO VALDERRAMA,29,1045,34.0,1079.0,2.6876737720111215
Corregimiento Felidia,Presidencia 2026,Presidencia,1V,0,SONDRA MACOLLINS GARVIN PINTO,3,1045,34.0,1079.0,0.27803521779425394
Corregimiento Felidia,Presidencia 2026,Presidencia,1V,0,ÓSCAR MAURICIO LIZCANO ARANGO,4,1045,34.0,1079.0,0.3707136237256719
Corregimiento Felidia,Presidencia 2026,Presidencia,2V,0,ABELARDO DE LA ESPRIELLA,386,1215,21.0,1236.0,31.22977346278317
Corregimiento Felidia,Presidencia 2026,Presidencia,2V,0,IVÁN CEPEDA CASTRO,829,1215,21.0,1236.0,67.07119741100324
Corregimiento Golondrinas,Congreso 2026,Consultas,NA,0,"CONSULTA DE LAS SOLUCIONES: SALUD, SEGURIDAD Y EDUCACIÓN",23,209,0.0,209.0,11.004784688995215
Corregimiento Golondrinas,Congreso 2026,Consultas,NA,0,FRENTE POR LA VIDA,25,209,0.0,209.0,11.961722488038278
Corregimiento Golondrinas,Congreso 2026,Consultas,NA,0,LA GRAN CONSULTA POR COLOMBIA,161,209,0.0,209.0,77.03349282296651
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,1,AHORA COLOMBIA,38,1001,10.0,1011.0,3.758654797230465
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,1,COALICIÓN FUERZA CIUDADANA,6,1001,10.0,1011.0,0.5934718100890208
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,1,COALICIÓN LIBERAL - COLOMBIA RENACIENTE,43,1001,10.0,1011.0,4.253214638971316
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,1,CR-CJL-LIGA DE GOBERNANTES,132,1001,10.0,1011.0,13.056379821958458
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,1,FRENTE AMPLIO UNITARIO,4,1001,10.0,1011.0,0.3956478733926805
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,1,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,415,1001,10.0,1011.0,41.0484668644906
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,1,MOVIMIENTO SALVACIÓN NACIONAL,28,1001,10.0,1011.0,2.7695351137487636
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,1,PARTIDO ALIANZA VERDE,27,1001,10.0,1011.0,2.6706231454005933
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,1,PARTIDO CENTRO DEMOCRÁTICO,75,1001,10.0,1011.0,7.418397626112759
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,1,PARTIDO CONSERVADOR COLOMBIANO,71,1001,10.0,1011.0,7.022749752720079
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,1,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,159,1001,10.0,1011.0,15.727002967359049
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,1,PARTIDO DEMÓCRATA COLOMBIANO,2,1001,10.0,1011.0,0.19782393669634024
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,1,PARTIDO POLÍTICO OXÍGENO,1,1001,10.0,1011.0,0.09891196834817012
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,4,PARTIDO INDÍGENA COLOMBIANO P.I.C,1,1,0.0,1.0,100.0
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,5,AFROEMPRENDIMIENTO,3,17,22.0,39.0,7.6923076923076925
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,5,C.C. DE LA COMUNIDAD NEGRA DE LA VEREDA EL ESFUERZO,1,17,22.0,39.0,2.564102564102564
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS CUENCA RÍO OVEJAS,2,17,22.0,39.0,5.128205128205128
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE LA COMUNIDAD NEGRA DE LIMONES,2,17,22.0,39.0,5.128205128205128
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE QUINAMAYO,2,17,22.0,39.0,5.128205128205128
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO EL NARANJO,5,17,22.0,39.0,12.82051282051282
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,5,"EXPRESIÓN AFRO, AMBIENTAL Y CULTURAL COLOMBIA CON DIGNIDAD",1,17,22.0,39.0,2.564102564102564
Corregimiento Golondrinas,Congreso 2026,Cámara,NA,5,FUNDACIÓN ORSUBA,1,17,22.0,39.0,2.564102564102564
Corregimiento Golondrinas,Congreso 2026,Senado,NA,0,AHORA COLOMBIA,35,1024,23.0,1047.0,3.3428844317096464
Corregimiento Golondrinas,Congreso 2026,Senado,NA,0,ALIANZA POR COLOMBIA,43,1024,23.0,1047.0,4.106972301814708
Corregimiento Golondrinas,Congreso 2026,Senado,NA,0,COALICIÓN CAMBIO RADICAL - ALMA,120,1024,23.0,1047.0,11.461318051575931
Corregimiento Golondrinas,Congreso 2026,Senado,NA,0,COALICIÓN FUERZA CIUDADANA,1,1024,23.0,1047.0,0.09551098376313276
Corregimiento Golondrinas,Congreso 2026,Senado,NA,0,CREEMOS,1,1024,23.0,1047.0,0.09551098376313276
Corregimiento Golondrinas,Congreso 2026,Senado,NA,0,FRENTE AMPLIO UNITARIO,17,1024,23.0,1047.0,1.6236867239732569
Corregimiento Golondrinas,Congreso 2026,Senado,NA,0,LA LISTA DE OVIEDO - CON TODA POR COLOMBIA,2,1024,23.0,1047.0,0.19102196752626552
Corregimiento Golondrinas,Congreso 2026,Senado,NA,0,MOVIMIENTO SALVACIÓN NACIONAL,29,1024,23.0,1047.0,2.76981852913085
Corregimiento Golondrinas,Congreso 2026,Senado,NA,0,PACTO HISTÓRICO SENADO,440,1024,23.0,1047.0,42.02483285577841
Corregimiento Golondrinas,Congreso 2026,Senado,NA,0,PARTIDO CENTRO DEMOCRÁTICO,75,1024,23.0,1047.0,7.163323782234957
Corregimiento Golondrinas,Congreso 2026,Senado,NA,0,PARTIDO CONSERVADOR COLOMBIANO,41,1024,23.0,1047.0,3.9159503342884436
Corregimiento Golondrinas,Congreso 2026,Senado,NA,0,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,163,1024,23.0,1047.0,15.56829035339064
Corregimiento Golondrinas,Congreso 2026,Senado,NA,0,PARTIDO LIBERAL COLOMBIANO,54,1024,23.0,1047.0,5.157593123209169
Corregimiento Golondrinas,Congreso 2026,Senado,NA,0,PARTIDO POLÍTICO OXÍGENO,1,1024,23.0,1047.0,0.09551098376313276
Corregimiento Golondrinas,Congreso 2026,Senado,NA,0,PATRIOTAS,2,1024,23.0,1047.0,0.19102196752626552
Corregimiento Golondrinas,Presidencia 2026,Presidencia,1V,0,ABELARDO DE LA ESPRIELLA,297,1195,40.0,1235.0,24.048582995951417
Corregimiento Golondrinas,Presidencia 2026,Presidencia,1V,0,CLAUDIA LÓPEZ,10,1195,40.0,1235.0,0.8097165991902834
Corregimiento Golondrinas,Presidencia 2026,Presidencia,1V,0,IVÁN CEPEDA CASTRO,753,1195,40.0,1235.0,60.97165991902834
Corregimiento Golondrinas,Presidencia 2026,Presidencia,1V,0,MIGUEL URIBE LONDOÑO,3,1195,40.0,1235.0,0.24291497975708504
Corregimiento Golondrinas,Presidencia 2026,Presidencia,1V,0,PALOMA VALENCIA LASERNA,82,1195,40.0,1235.0,6.6396761133603235
Corregimiento Golondrinas,Presidencia 2026,Presidencia,1V,0,RAÚL SANTIAGO BOTERO JARAMILLO,12,1195,40.0,1235.0,0.9716599190283401
Corregimiento Golondrinas,Presidencia 2026,Presidencia,1V,0,ROY LEONARDO BARRERAS MONTEALEGRE,3,1195,40.0,1235.0,0.24291497975708504
Corregimiento Golondrinas,Presidencia 2026,Presidencia,1V,0,SERGIO FAJARDO VALDERRAMA,30,1195,40.0,1235.0,2.42914979757085
Corregimiento Golondrinas,Presidencia 2026,Presidencia,1V,0,ÓSCAR MAURICIO LIZCANO ARANGO,5,1195,40.0,1235.0,0.4048582995951417
Corregimiento Golondrinas,Presidencia 2026,Presidencia,2V,0,ABELARDO DE LA ESPRIELLA,414,1378,25.0,1403.0,29.508196721311474
Corregimiento Golondrinas,Presidencia 2026,Presidencia,2V,0,IVÁN CEPEDA CASTRO,964,1378,25.0,1403.0,68.70990734141125
Corregimiento Hormiguero,Congreso 2026,Consultas,NA,0,"CONSULTA DE LAS SOLUCIONES: SALUD, SEGURIDAD Y EDUCACIÓN",252,3930,0.0,3930.0,6.412213740458015
Corregimiento Hormiguero,Congreso 2026,Consultas,NA,0,FRENTE POR LA VIDA,332,3930,0.0,3930.0,8.447837150127228
Corregimiento Hormiguero,Congreso 2026,Consultas,NA,0,LA GRAN CONSULTA POR COLOMBIA,3346,3930,0.0,3930.0,85.13994910941476
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,1,AHORA COLOMBIA,573,7662,256.0,7918.0,7.236675928264713
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,1,COALICIÓN FUERZA CIUDADANA,14,7662,256.0,7918.0,0.17681232634503663
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,1,COALICIÓN LIBERAL - COLOMBIA RENACIENTE,536,7662,256.0,7918.0,6.769386208638545
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,1,CR-CJL-LIGA DE GOBERNANTES,559,7662,256.0,7918.0,7.059863601919676
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,1,FRENTE AMPLIO UNITARIO,37,7662,256.0,7918.0,0.46728971962616817
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,1,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",2,7662,256.0,7918.0,0.025258903763576663
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,1,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,2229,7662,256.0,7918.0,28.15104824450619
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,1,MOVIMIENTO SALVACIÓN NACIONAL,637,7662,256.0,7918.0,8.044960848699166
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,1,PARTIDO ALIANZA VERDE,439,7662,256.0,7918.0,5.544329376105077
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,1,PARTIDO CENTRO DEMOCRÁTICO,1667,7662,256.0,7918.0,21.053296286941148
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,1,PARTIDO CONSERVADOR COLOMBIANO,284,7662,256.0,7918.0,3.586764334427886
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,1,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,657,7662,256.0,7918.0,8.297549886334933
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,1,PARTIDO DEMÓCRATA COLOMBIANO,15,7662,256.0,7918.0,0.18944177822682495
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,1,PARTIDO POLÍTICO OXÍGENO,13,7662,256.0,7918.0,0.1641828744632483
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,4,ACMIZSAM,1,17,5.0,22.0,4.545454545454546
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,4,"ASOCIACIÓN NACIONAL INDÍGENA DE COLOMBIA ""ANIC""",1,17,5.0,22.0,4.545454545454546
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,4,FUERZA ANCESTRAL,3,17,5.0,22.0,13.636363636363635
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,4,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",4,17,5.0,22.0,18.181818181818183
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,4,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,5,17,5.0,22.0,22.727272727272727
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,4,PARTIDO INDÍGENA COLOMBIANO P.I.C,2,17,5.0,22.0,9.090909090909092
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,4,TRIETNICO GOBERNATIVO TRIGO,1,17,5.0,22.0,4.545454545454546
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,AFRO CYC,3,282,59.0,341.0,0.8797653958944283
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,AFROEMPRENDIMIENTO,7,282,59.0,341.0,2.0527859237536656
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,AFROSLIBRES,2,282,59.0,341.0,0.5865102639296188
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,"ASOCIACIÓN AFROCOLOMBIANA ""ASOMAKIDZON""",1,282,59.0,341.0,0.2932551319648094
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,ASOCONEG,1,282,59.0,341.0,0.2932551319648094
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,C.C. DE LA COMUNIDAD NEGRA DE LA VEREDA EL ESFUERZO,6,282,59.0,341.0,1.7595307917888565
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,COMUNIDAD AFROCOLOMBIANA DE LA SIERRA NEVADA,1,282,59.0,341.0,0.2932551319648094
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO AFROZABALETAS,1,282,59.0,341.0,0.2932551319648094
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO AFROÉTNICO DE RISARALDA,1,282,59.0,341.0,0.2932551319648094
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO ALTO MIRA Y FRONTERA,1,282,59.0,341.0,0.2932551319648094
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS CUENCA RÍO OVEJAS,12,282,59.0,341.0,3.519061583577713
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE LA COMUNIDAD NEGRA DE LIMONES,16,282,59.0,341.0,4.69208211143695
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,"CONSEJO COMUNITARIO DE PIZARRO ""CONCOPI""",4,282,59.0,341.0,1.1730205278592376
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO DE QUINAMAYO,1,282,59.0,341.0,0.2932551319648094
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO EL NARANJO,121,282,59.0,341.0,35.483870967741936
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO KUSUTOMA - GENDE COKUMALU,1,282,59.0,341.0,0.2932551319648094
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO LA GRAN VÍA DE LOS REMEDIOS,50,282,59.0,341.0,14.66275659824047
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO MANUEL ZAPATA OLIVELLA DE SAN ANTERO,12,282,59.0,341.0,3.519061583577713
Corregimiento Hormiguero,Congreso 2026,Cámara,NA,5,CONSEJO COMUNITARIO NEGROS UNIDOS,2,282,59.0,341.0,0.5865102639296188
