DEP,MUN,ZONA,PUESTO,ID_PUESTO,PUESNOMBRE,territorio_tipo,territorio_codigo,territorio_nombre,barrio,latitud,longitud,metodo_cruce,estado_cruce,comuna_electoral,comuna_cartografica,correg_electoral,correg_cartografico
31,001,30,05,31-001-30-05,ESCUELA CAMILO TORRES,comuna,19,Comuna 19,Santa Isabel,3.4295047929691664,-76.54738248156747,ID_EXACTO+ESPACIAL,EXACTO,19,19,,
31,001,30,06,31-001-30-06,ESCUELA GRAN COLOMBIA,comuna,19,Comuna 19,Champagnat,3.422890974061502,-76.53705665403922,ID_EXACTO+ESPACIAL,EXACTO,19,19,,
31,001,30,07,31-001-30-07,SEDE LOS CRISTALES,comuna,19,Comuna 19,Eucaristico,3.4231013083532935,-76.5388690209666,ID_EXACTO+ESPACIAL,EXACTO,19,19,,
31,001,31,01,31-001-31-01,COLEGIO ARQUIDIOCESANO JUAN PABLO II,comuna,20,Comuna 20,Venezuela - Urb. Cañaveralejo,3.414844535825646,-76.56146824119647,ID_EXACTO+ESPACIAL,EXACTO,20,20,,
31,001,31,01,31-001-31-01,COLEGIO ARQUIDIOCESANO JUAN PABLO II,comuna,20,Comuna 20,Santa Isabel,3.424849804919561,-76.54812720279185,ID_EXACTO+ESPACIAL,EXACTO,20,20,,
31,001,31,02,31-001-31-02,ESCUELA LUIS LOPEZ DE MESA,comuna,20,Comuna 20,Urb. Colseguros,3.432195710640934,-76.5302170772962,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,20,19,,
31,001,31,03,31-001-31-03,IE JUANA DE CAICEDO Y CUERO,comuna,20,Comuna 20,El Cedro,3.4359348568426555,-76.53692132014935,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,20,19,,
31,001,31,04,31-001-31-04,SEDE SIMON BOLIVAR,comuna,20,Comuna 20,El Mortiñal,3.441988841600115,-76.54911421857402,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,20,19,,
31,001,31,05,31-001-31-05,SEDE ANTONIA SANTOS,comuna,20,Comuna 20,,,,SOLO_ELECTORAL,NO_ENCONTRADO,20,,,
31,001,31,06,31-001-31-06,ESCUELA SOFIA CAMARGO,comuna,20,Comuna 20,Siloe,3.422919646924891,-76.55435365484831,ID_EXACTO+ESPACIAL,EXACTO,20,20,,
31,001,32,01,31-001-32-01,SEDE NUEVO AMANECER,comuna,21,Comuna 21,El Lido,3.417669816143517,-76.55397399492993,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,21,19,,
31,001,32,02,31-001-32-02,STA ISABEL DE HUNGRIA CALIMIO DECEPAZ,comuna,21,Comuna 21,Siloe,3.4223600989084244,-76.55327422769189,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,21,20,,
31,001,32,03,31-001-32-03,SANTA ISABEL DE HUNGRIA SAN FELIPE,comuna,21,Comuna 21,Belen,3.427564798557898,-76.55391267306777,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,21,20,,
31,001,32,04,31-001-32-04,COLEGIO FUNDACION COMPARTIR,comuna,21,Comuna 21,Lleras Camargo,3.418575439686927,-76.56167272573698,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,21,20,,
31,001,32,05,31-001-32-05,IE PROGRESANDO JUNTOS,comuna,21,Comuna 21,Pizamos II,3.4053763888271162,-76.47169490640516,ID_EXACTO+ESPACIAL,EXACTO,21,21,,
31,001,32,06,31-001-32-06,COLEGIO POTREROGRANDE,comuna,21,Comuna 21,Desepaz Invicali,3.4274764201611605,-76.46335825388901,ID_EXACTO+ESPACIAL,EXACTO,21,21,,
31,001,32,07,31-001-32-07,IE LLANO VERDE SEDE INVICALI,comuna,21,Comuna 21,,,,SOLO_ELECTORAL,NO_ENCONTRADO,21,,,
31,001,33,01,31-001-33-01,COLEGIO BENETT,comuna,22,Comuna 22,Calimio Decepaz,3.4146678845007856,-76.46785871799325,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,22,21,,
31,001,33,02,31-001-33-02,UNIVERSIDAD DE SAN BUENAVENTURA,comuna,22,Comuna 22,Compartir,3.4313003211806143,-76.47021206060549,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,22,21,,
31,001,33,03,31-001-33-03,UNIVERSIDAD ICESI,comuna,22,Comuna 22,Valle Grande,3.435927654745741,-76.47279893745407,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,22,21,,
31,001,90,01,31-001-90-01,COLISEO DEL PUEBLO,especial,,NACIONAL,Potrero Grande,3.4074210930855715,-76.46926182921462,ID_EXACTO+ESPACIAL,ESPACIAL,,21,,
31,001,98,01,31-001-98-01,CARCEL VILLANUEVA,especial,,NACIONAL,Parcelaciones Pance,3.3593009435736474,-76.53136057389538,ID_EXACTO+ESPACIAL,ESPACIAL,,22,,
31,001,99,09,31-001-99-09,FELIDIA,corregimiento,59,Corregimiento Felidia,Parcelaciones Pance,3.3443299000348943,-76.54376532658749,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,22,59,
31,001,99,13,31-001-99-13,HORMIGUERO A,corregimiento,52,Corregimiento Hormiguero,Parcelaciones Pance,3.3418660135969427,-76.53010151075709,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,22,52,
31,001,99,14,31-001-99-14,HORMIGUERO B (BOCHALEMA),corregimiento,52,Corregimiento Hormiguero,U.D.A. Galindo Plaza de Toros,3.413289202679115,-76.55175156254384,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,19,52,
31,001,99,17,31-001-99-17,LA BUITRERA,corregimiento,54,Corregimiento La Buitrera,Prados de Oriente,3.4315732187411676,-76.51160263988584,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,11,54,
31,001,99,19,31-001-99-19,LA SIRENA,corregimiento,54,Corregimiento La Buitrera,Felidia,3.467570450137414,-76.62772307725479,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,54,59
31,001,99,21,31-001-99-21,LA CASTILLA,corregimiento,62,Corregimiento La Castilla,El Hormiguero,3.3124397932639758,-76.47903599364533,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,62,52
31,001,99,25,31-001-99-25,LA ELVIRA,corregimiento,61,Corregimiento La Elvira,Bochalema,3.353718406498485,-76.52201186647501,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,61,52
31,001,99,26,31-001-99-26,LA ELVIRA KILOMETRO 18,corregimiento,61,Corregimiento La Elvira,La Buitrera,3.3618424981185515,-76.56407469077429,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,61,54
31,001,99,29,31-001-99-29,LA LEONERA,corregimiento,58,Corregimiento La Leonera,Los Andes,3.408067277082845,-76.5750717966913,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,58,56
31,001,99,33,31-001-99-33,LA PAZ,corregimiento,63,Corregimiento La Paz,La Castilla,3.4939112297072303,-76.57633455917983,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,63,62
31,001,99,37,31-001-99-37,GOLONDRINAS,corregimiento,65,Corregimiento Golondrinas,La Elvira,3.520425838083724,-76.60760349569136,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,65,61
31,001,99,38,31-001-99-38,GOLONDRINAS LOS MANGOS,corregimiento,65,Corregimiento Golondrinas,La Elvira,3.5130299121362185,-76.61993844532313,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,65,61
31,001,99,41,31-001-99-41,LOS ANDES,corregimiento,56,Corregimiento Los Andes,La Leonera,3.454537298502503,-76.63435632868283,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,56,58
31,001,99,45,31-001-99-45,VILLA CARMELO FONDA,especial,,CORR. MELENDEZ (VILLA CARMELO),La Paz,3.5205045679994624,-76.56991005845312,ID_EXACTO+ESPACIAL,ESPACIAL,,,,63
31,001,99,46,31-001-99-46,VILLACARMELO CABECERA,especial,,CORR. MELENDEZ (VILLA CARMELO),Golondrinas,3.495258711457201,-76.55382990005343,ID_EXACTO+ESPACIAL,ESPACIAL,,,,65
31,001,99,47,31-001-99-47,MONTEBELLO,corregimiento,64,Corregimiento Montebello,Alto Normandia,3.4570968706109326,-76.54296391688514,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,64,65
31,001,99,48,31-001-99-48,MONTEBELLO CAMPOALEGRE,corregimiento,64,Corregimiento Montebello,Los Andes,3.439540903645307,-76.5948033205184,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,64,56
31,001,99,49,31-001-99-49,NAVARRO,corregimiento,51,Corregimiento Navarro,Villacarmelo,3.3919468948279325,-76.59200189598327,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,51,55
31,001,99,53,31-001-99-53,PANCE LA VORAGINE,corregimiento,53,Corregimiento Pance,Villacarmelo,3.378301577008361,-76.61693078974399,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,53,55
31,001,99,53,31-001-99-53,PANCE LA VORAGINE,corregimiento,53,Corregimiento Pance,La Buitrera,3.3437447864579304,-76.59094100744731,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,53,55
31,001,99,54,31-001-99-54,PANCE LA VIGA,corregimiento,53,Corregimiento Pance,Pance,3.3166354762420105,-76.53602418772397,ID_EXACTO+ESPACIAL,EXACTO,,,53,53
31,001,99,54,31-001-99-54,PANCE LA VIGA,corregimiento,53,Corregimiento Pance,Montebello,3.4841372097635035,-76.5474065534609,ID_EXACTO+ESPACIAL,EXACTO,,,53,53
31,001,99,57,31-001-99-57,PICHINDE,corregimiento,57,Corregimiento Pichinde,Montebello,3.47200156245069,-76.55496938158736,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,57,64
31,001,99,57,31-001-99-57,PICHINDE,corregimiento,57,Corregimiento Pichinde,Pichinde,3.4370044131682804,-76.61351461806531,ID_EXACTO+ESPACIAL,REQUIERE_VALIDACION,,,57,64
31,001,99,65,31-001-99-65,EL SALADITO,corregimiento,60,Corregimiento El Saladito,El Saladito,3.481832024614627,-76.60625444593522,ID_EXACTO+ESPACIAL,EXACTO,,,60,60
31,001,99,65,31-001-99-65,EL SALADITO,corregimiento,60,Corregimiento El Saladito,Navarro,3.391800677527276,-76.46524313147876,ID_EXACTO+ESPACIAL,EXACTO,,,60,60
